"","X.1","X","UniqueID","title","author..from.Imported.table.2.","journal..from.Imported.table.2.","year..from.Imported.table.2.","sample","positives","prevalence","bat_species","virus_genus","virus_genus_notes","virus_subgenus","virus_species","virus_strain","detection_type","study_type","detection_method","method_specific","single.multiple.PCR.method","gene_targets","Terminal.sampling.","tissue","country","country_hemisphere","state","site","longitude","latitude","sample_year","start_year","start_month","end_year","end_month","sample_season","sample_season_simplified","X..Sampling.Trips","Sex.Info.","Habitat.Disturbance.Info.","Coinfection.Info.","Flag","Entered.by","Last.modified","tissue_simplified","sample_simplified","summer","fall","winter","spring","latidudedecimal","longitudedecimal","gene_targets_simplified","euthanasia","euthanasia_simplified","method_specific_simplified","virus_genus_simplified","spec","species_for_reader","family"
"1315",1459,1459,1768,"extensive diversity of coronaviruses in bats from china","Lin et al.","Virology",2017,7,0,0,"Rhinolophus pearsonii","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Henan","Neixiang",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Rhinolophus pearsonii","RHINOLOPHIDAE"
"1316",1460,1460,1769,"extensive diversity of coronaviruses in bats from china","Lin et al.","Virology",2017,45,0,0,"Rhinolophus pusillus","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Henan","Neixiang",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Rhinolophus pusillus","RHINOLOPHIDAE"
"1317",1461,1461,1770,"extensive diversity of coronaviruses in bats from china","Lin et al.","Virology",2017,4,0,0,"Rhinolophus monoceros","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Henan","Neixiang",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Rhinolophus pusillus","RHINOLOPHIDAE"
"1318",1462,1462,1771,"extensive diversity of coronaviruses in bats from china","Lin et al.","Virology",2017,1,0,0,"Myotis ricketti","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Henan","Luishi",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Myotis pilosus","VESPERTILIONIDAE"
"1319",1464,1464,1773,"extensive diversity of coronaviruses in bats from china","Lin et al.","Virology",2017,1,0,0,"Myotis davidii","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Henan","Luishi",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Myotis davidii","VESPERTILIONIDAE"
"1320",1465,1465,1774,"extensive diversity of coronaviruses in bats from china","Lin et al.","Virology",2017,18,0,0,"Rhinolophus ferrumequinum","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Henan","Luishi",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Rhinolophus ferrumequinum","RHINOLOPHIDAE"
"1321",1466,1466,1775,"extensive diversity of coronaviruses in bats from china","Lin et al.","Virology",2017,2,0,0,"Rhinolophus luctus","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Henan","Luishi",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Rhinolophus luctus","RHINOLOPHIDAE"
"1322",1467,1467,1776,"extensive diversity of coronaviruses in bats from china","Lin et al.","Virology",2017,57,0,0,"Rhinolophus pusillus","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Henan","Luishi",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Rhinolophus pusillus","RHINOLOPHIDAE"
"1323",1468,1468,1777,"extensive diversity of coronaviruses in bats from china","Lin et al.","Virology",2017,2,0,0,"Rhinolophus monoceros","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Henan","Luishi",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Rhinolophus pusillus","RHINOLOPHIDAE"
"1324",1469,1469,1778,"extensive diversity of coronaviruses in bats from china","Lin et al.","Virology",2017,2,0,0,"Barbastella beijingensis","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Henan","Jiyuan",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Barbastella beijingensis","VESPERTILIONIDAE"
"1325",1470,1470,1779,"extensive diversity of coronaviruses in bats from china","Lin et al.","Virology",2017,1,0,0,"Hypsugo savii","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Henan","Jiyuan",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Pipistrellus savii","VESPERTILIONIDAE"
"1326",1471,1471,1780,"extensive diversity of coronaviruses in bats from china","Lin et al.","Virology",2017,2,0,0,"Murina leucogaster","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Henan","Jiyuan",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Murina leucogaster","VESPERTILIONIDAE"
"1327",1473,1473,1782,"extensive diversity of coronaviruses in bats from china","Lin et al.","Virology",2017,1,0,0,"Myotis davidii","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Henan","Jiyuan",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Myotis davidii","VESPERTILIONIDAE"
"1328",1474,1474,1783,"extensive diversity of coronaviruses in bats from china","Lin et al.","Virology",2017,4,0,0,"Plecotus auritus","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Henan","Jiyuan",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Plecotus auritus","VESPERTILIONIDAE"
"1329",1476,1476,1785,"extensive diversity of coronaviruses in bats from china","Lin et al.","Virology",2017,29,0,0,"Rhinolophus pusillus","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Henan","Jiyuan",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Rhinolophus pusillus","RHINOLOPHIDAE"
"1330",1477,1477,1786,"extensive diversity of coronaviruses in bats from china","Lin et al.","Virology",2017,1,0,0,"Rhinolophus luctus","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Zhejiang","Longquan",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Rhinolophus luctus","RHINOLOPHIDAE"
"1331",1479,1479,1788,"extensive diversity of coronaviruses in bats from china","Lin et al.","Virology",2017,1,0,0,"Rhinolophus pusillus","alphacoronavirus or betacoronavirus",NA,"","","","pooled","longitudinal","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Zhejiang","Longquan",NA,NA,"",2012,"",2015,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:28pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Rhinolophus pusillus","RHINOLOPHIDAE"
"1332",1511,1511,1820,"first report of coronaviruses in northern european bats","Kivistö et al.","Vector Borne Zoonotic Dis",2020,1,0,0,"Pipistrellus nathusii","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Finland","N","","",NA,NA,"",2014,"",2016,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Pipistrellus nathusii","VESPERTILIONIDAE"
"1333",1512,1512,1821,"first report of coronaviruses in northern european bats","Kivistö et al.","Vector Borne Zoonotic Dis",2020,2,0,0,"Plecotus auritus","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Finland","N","","",NA,NA,"",2014,"",2016,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Plecotus auritus","VESPERTILIONIDAE"
"1334",1513,1513,1822,"first report of coronaviruses in northern european bats","Kivistö et al.","Vector Borne Zoonotic Dis",2020,14,0,0,"Eptesicus nilssonii","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"roost feces","Finland","N","","",NA,NA,"",2014,"",2016,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Eptesicus nilssonii","VESPERTILIONIDAE"
"1335",1515,1515,1824,"first report of coronaviruses in northern european bats","Kivistö et al.","Vector Borne Zoonotic Dis",2020,1,0,0,"Plecotus auritus","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"roost feces","Finland","N","","",NA,NA,"",2014,"",2016,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Plecotus auritus","VESPERTILIONIDAE"
"1336",1516,1516,1826,"surveillance for coronaviruses in bats, lebanon and egypt, 2013-2015","Shehata et al.","Emerg Infect Dis",2016,82,0,0,"Taphozous perforatus","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab,rectal swab,serum","Egypt","N","","",NA,NA,"",2013,"February",2015,"April","","Year",NA,"N","Y, in proximity to human-inhabited area but not in proximity to camels","N","","VERENA Admin","4/12/2022 2:29pm","pooled swabs/samples","pooled",1,1,1,1,NA,NA,"RdRp","Yes, but only a subset (no reason provided)","Yes","PCR","genus not specified",1,"Taphozous perforatus","EMBALLONURIDAE"
"1337",1523,1523,1833,"surveillance for coronaviruses in bats, lebanon and egypt, 2013-2015","Shehata et al.","Emerg Infect Dis",2016,4,0,0,"Rhinolophus hipposideros","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab,rectal swab,serum","Lebanon","N","","",NA,NA,"",2013,"February",2015,"April","","Year",NA,"N","Y, in proximity to human-inhabited area but not in proximity to camels","N","","VERENA Admin","4/12/2022 2:29pm","pooled swabs/samples","pooled",1,1,1,1,NA,NA,"RdRp","Yes, but only a subset (no reason provided)","Yes","PCR","genus not specified",1,"Rhinolophus hipposideros","RHINOLOPHIDAE"
"1338",1524,1524,1834,"surveillance for coronaviruses in bats, lebanon and egypt, 2013-2015","Shehata et al.","Emerg Infect Dis",2016,6,0,0,"Miniopterus schreibersii","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab,rectal swab,serum","Lebanon","N","","",NA,NA,"",2013,"February",2015,"April","","Year",NA,"N","Y, in proximity to human-inhabited area but not in proximity to camels","N","","VERENA Admin","4/12/2022 2:29pm","pooled swabs/samples","pooled",1,1,1,1,NA,NA,"RdRp","Yes, but only a subset (no reason provided)","Yes","PCR","genus not specified",1,"Miniopterus schreibersii","MINIOPTERIDAE"
"1339",1531,1531,1846,"detection and characterization of diverse alpha- and betacoronaviruses from bats in china","Xu et al.","Virol Sin",2016,9,0,0,"Hipposideros cineraceus","alphacoronavirus or betacoronavirus",NA,"","","","single","cross-sectional","RNA","nested RT-PCR","multiple","RdRP",NA,"intestines,lung","China","N","Guangdong","",NA,NA,"2005",NA,"",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","pooled tissue","tissue",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Hipposideros cineraceus","HIPPOSIDERIDAE"
"1340",1533,1533,1848,"detection and characterization of diverse alpha- and betacoronaviruses from bats in china","Xu et al.","Virol Sin",2016,84,0,0,"Hipposideros pomona","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRP",NA,"intestines,lung","China","N","Yunnan","",NA,NA,"",2012,"",2013,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","pooled tissue","tissue",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Hipposideros pomona","HIPPOSIDERIDAE"
"1341",1534,1534,1849,"detection and characterization of diverse alpha- and betacoronaviruses from bats in china","Xu et al.","Virol Sin",2016,68,0,0,"Hipposideros larvatus","alphacoronavirus or betacoronavirus",NA,"","","","single","cross-sectional","RNA","nested RT-PCR","multiple","RdRP",NA,"intestines,lung","China","N","Guangdong","",NA,NA,"2005",NA,"",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","pooled tissue","tissue",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Hipposideros larvatus","HIPPOSIDERIDAE"
"1342",1535,1535,1850,"detection and characterization of diverse alpha- and betacoronaviruses from bats in china","Xu et al.","Virol Sin",2016,2,0,0,"Hipposideros larvatus","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRP",NA,"intestines,lung","China","N","Yunnan","",NA,NA,"",2012,"",2013,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","pooled tissue","tissue",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Hipposideros larvatus","HIPPOSIDERIDAE"
"1343",1536,1536,1851,"detection and characterization of diverse alpha- and betacoronaviruses from bats in china","Xu et al.","Virol Sin",2016,11,0,0,"Hipposideros armiger","alphacoronavirus or betacoronavirus",NA,"","","","single","cross-sectional","RNA","nested RT-PCR","multiple","RdRP",NA,"intestines,lung","China","N","Guangdong","",NA,NA,"2005",NA,"",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","pooled tissue","tissue",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Hipposideros armiger","HIPPOSIDERIDAE"
"1344",1537,1537,1852,"detection and characterization of diverse alpha- and betacoronaviruses from bats in china","Xu et al.","Virol Sin",2016,18,0,0,"Hipposideros armiger","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRP",NA,"intestines,lung","China","N","Yunnan","",NA,NA,"",2012,"",2013,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","pooled tissue","tissue",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Hipposideros armiger","HIPPOSIDERIDAE"
"1345",1538,1538,1853,"detection and characterization of diverse alpha- and betacoronaviruses from bats in china","Xu et al.","Virol Sin",2016,33,0,0,"Aselliscus stoliczkanus","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRP",NA,"intestines,lung","China","N","Yunnan","",NA,NA,"",2012,"",2013,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","pooled tissue","tissue",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Aselliscus stoliczkanus","HIPPOSIDERIDAE"
"1346",1539,1539,1854,"detection and characterization of diverse alpha- and betacoronaviruses from bats in china","Xu et al.","Virol Sin",2016,42,0,0,"Rhinolophus ferrumequinum","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRP",NA,"intestines,lung","China","N","Yunnan","",NA,NA,"",2012,"",2013,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","pooled tissue","tissue",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Rhinolophus ferrumequinum","RHINOLOPHIDAE"
"1347",1540,1540,1855,"detection and characterization of diverse alpha- and betacoronaviruses from bats in china","Xu et al.","Virol Sin",2016,16,0,0,"Rhinolophus ferrumequinum","alphacoronavirus or betacoronavirus",NA,"","","","single","cross-sectional","RNA","nested RT-PCR","multiple","RdRP",NA,"intestines,lung","China","N","Liaoning","",NA,NA,"2013",NA,"",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","pooled tissue","tissue",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Rhinolophus ferrumequinum","RHINOLOPHIDAE"
"1348",1543,1543,1858,"detection and characterization of diverse alpha- and betacoronaviruses from bats in china","Xu et al.","Virol Sin",2016,5,0,0,"Rhinolophus pusillus","alphacoronavirus or betacoronavirus",NA,"","","","single","cross-sectional","RNA","nested RT-PCR","multiple","RdRP",NA,"intestines,lung","China","N","Guangdong","",NA,NA,"2005",NA,"",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","pooled tissue","tissue",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Rhinolophus pusillus","RHINOLOPHIDAE"
"1349",1544,1544,1859,"detection and characterization of diverse alpha- and betacoronaviruses from bats in china","Xu et al.","Virol Sin",2016,6,0,0,"Rhinolophus pusillus","alphacoronavirus or betacoronavirus",NA,"","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple","RdRP",NA,"intestines,lung","China","N","Yunnan","",NA,NA,"",2012,"",2013,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:29pm","pooled tissue","tissue",1,1,1,1,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Rhinolophus pusillus","RHINOLOPHIDAE"
