"","UniqueID","title","author..from.Imported.table.2.","journal..from.Imported.table.2.","year..from.Imported.table.2.","sample","positives","prevalence","bat_species","virus_genus","virus_subgenus","virus_species","virus_strain","detection_type","study_type","detection_method","method_specific","single.multiple.PCR.method","gene_targets","Terminal.sampling.","tissue","country","country_hemisphere","state","site","longitude","latitude","sample_year","start_year","start_month","end_year","end_month","sample_season","sample_season_simplified","X..Sampling.Trips","Sex.Info.","Habitat.Disturbance.Info.","Coinfection.Info.","Flag","Entered.by","Last.modified","tissue_simplified","summer","fall","winter","spring","latidudedecimal","longitudedecimal","euthanasia","method_specific_simplified","spec","species_for_reader","species","studies","observation","study","yi","vi","backtrans","phylo","species_char","family"
"2023",2927,"viral diversity of microbats within the south west botanical province of western australia","Prada et al.","Viruses",2019,9,0,0,"Scotorepens balstoni","alphacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR,semi-nested RT-PCR","multiple","RdRp",NA,"fecal pellets","Australia","S","","MtG, CDR","NA","NA","","2016","November",2018,"April","","Summer",NA,"N","N","Y, low and limited to Chalinolobus spp","","VERENA Admin","4/12/2022 2:33pm","faecal, rectal, or anal","1","0","0","0",NA,NA,"No","PCR",1,"Scotorepens balstoni","Scotorepens balstoni","viral diversity of microbats within the south west botanical province of western australia","377","viral diversity of microbats within the south west botanical province of western australia",0.160875277198321,0.0263157894736842,0,"Scotorepens balstoni","Scotorepens balstoni","VESPERTILIONIDAE"
"2024",2928,"viral diversity of microbats within the south west botanical province of western australia","Prada et al.","Viruses",2019,141,17,0.120567,"Vespadelus regulus","alphacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR,semi-nested RT-PCR","multiple","RdRp",NA,"fecal pellets","Australia","S","","Bla, Coc, Don, Dry, Dwe, Frk, met, Per, Twi, Two","NA","NA","","2016","November",2018,"April","","Summer",NA,"N","N","Y, low and limited to Chalinolobus spp","","VERENA Admin","4/12/2022 2:33pm","faecal, rectal, or anal","1","0","0","0",NA,NA,"No","PCR",1,"Vespadelus regulus","Vespadelus regulus","viral diversity of microbats within the south west botanical province of western australia","378","viral diversity of microbats within the south west botanical province of western australia",0.358664418956673,0.00176678445229682,0.120567375886525,"Vespadelus regulus","Vespadelus regulus","VESPERTILIONIDAE"
"2025",2929,"viral diversity of microbats within the south west botanical province of western australia","Prada et al.","Viruses",2019,9,0,0,"Austronomus australis","alphacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR,semi-nested RT-PCR","multiple","RdRp",NA,"fecal pellets","Australia","S","","CDR","NA","NA","","2016","November",2018,"April","","Summer",NA,"N","N","Y, low and limited to Chalinolobus spp","","VERENA Admin","4/12/2022 2:33pm","faecal, rectal, or anal","1","0","0","0",NA,NA,"No","PCR",1,"Tadarida australis","Tadarida australis","viral diversity of microbats within the south west botanical province of western australia","379","viral diversity of microbats within the south west botanical province of western australia",0.160875277198321,0.0263157894736842,0,"Tadarida australis","Tadarida australis","MOLOSSIDAE"
"2046",2303,"wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa","Lacroix et al.","Viruses",2020,5,1,0.2,"Rhinolophus darlingi","alphacoronavirus","","","","single","cross-sectional","RNA","broadly reactive nested RT-PCR","multiple","RdRp",NA,"fecal pellets","Guinea","N","Kankan","Kankan","NA","2016","","","",NA,"","September","Fall",NA,"Yes, Overall, 195 (61.1%) bats were female, 121 (37.9%) were male","Y","Y, but unclear","","VERENA Admin","4/12/2022 2:33pm","faecal, rectal, or anal","0","1","0","0",NA,NA,"No","PCR",1,"Rhinolophus darlingi","Rhinolophus darlingi","wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa","380","wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa",0.518007021977176,0.0454545454545455,0.2,"Rhinolophus darlingi","Rhinolophus darlingi","RHINOLOPHIDAE"
"2047",2353,"wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa","Lacroix et al.","Viruses",2020,5,1,0.2,"Rhinolophus darlingi","alphacoronavirus","","","","single","cross-sectional","RNA","broadly reactive nested RT-PCR","multiple","RdRp",NA,"fecal pellets","Guinea","N","Kankan","Kankan","NA","2016","","","",NA,"","September","Fall",NA,"Yes, Overall, 195 (61.1%) bats were female, 121 (37.9%) were male","Y","Y, but unclear","","VERENA Admin","4/12/2022 2:34pm","faecal, rectal, or anal","0","1","0","0",NA,NA,"No","PCR",1,"Rhinolophus darlingi","Rhinolophus darlingi","wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa","381","wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa",0.518007021977176,0.0454545454545455,0.2,"Rhinolophus darlingi","Rhinolophus darlingi","RHINOLOPHIDAE"
"2072",2323,"wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa","Lacroix et al.","Viruses",2020,15,1,0.066667,"Lissonycteris angolensis","alphacoronavirus","","","","single","cross-sectional","RNA","broadly reactive nested RT-PCR","multiple","RdRp",NA,"rectal swab","Guinea","N","Mamou","Konoure","NA","NA","2017","","",NA,"","January","Winter",NA,"Yes, Overall, 195 (61.1%) bats were female, 121 (37.9%) were male","Y","Y, but unclear","","VERENA Admin","4/12/2022 2:34pm","faecal, rectal, or anal","0","0","1","0",NA,NA,"No","PCR",1,"Myonycteris angolensis","Myonycteris angolensis","wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa","382","wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa",0.307023689524393,0.0161290322580645,0.0666666666666667,"Myonycteris angolensis","Myonycteris angolensis","PTEROPODIDAE"
"2082",2331,"wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa","Lacroix et al.","Viruses",2020,7,1,0.142857,"Rousettus aegyptiacus","alphacoronavirus","","","","single","cross-sectional","RNA","broadly reactive nested RT-PCR","multiple","RdRp",NA,"oral swab","Guinea","N","Geuckdou","Guingan","NA","NA","2016","","",NA,"","July","Summer",NA,"Yes, Overall, 195 (61.1%) bats were female, 121 (37.9%) were male","Y","Y, but unclear","","VERENA Admin","4/12/2022 2:34pm","oropharyngeal","1","0","0","0",NA,NA,"No","PCR",1,"Rousettus aegyptiacus","Rousettus aegyptiacus","wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa","383","wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa",0.442482949752503,0.0333333333333333,0.142857142857143,"Rousettus aegyptiacus","Rousettus aegyptiacus","PTEROPODIDAE"
"2084",2333,"wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa","Lacroix et al.","Viruses",2020,41,1,0.02439,"Rousettus aegyptiacus","alphacoronavirus","","","","single","cross-sectional","RNA","broadly reactive nested RT-PCR","multiple","RdRp",NA,"oral swab","Guinea","N","Macenta","Termessadou-Dibo","NA","NA","2016","","",NA,"","December","Winter",NA,"Yes, Overall, 195 (61.1%) bats were female, 121 (37.9%) were male","Y","Y, but unclear","","VERENA Admin","4/12/2022 2:34pm","oropharyngeal","0","0","1","0",NA,NA,"No","PCR",1,"Rousettus aegyptiacus","Rousettus aegyptiacus","wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa","384","wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa",0.187455148633136,0.00602409638554217,0.024390243902439,"Rousettus aegyptiacus","Rousettus aegyptiacus","PTEROPODIDAE"
"2086",2343,"wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa","Lacroix et al.","Viruses",2020,41,1,0.02439,"Rousettus aegyptiacus","alphacoronavirus","","","","single","cross-sectional","RNA","broadly reactive nested RT-PCR","multiple","RdRp",NA,"oral swab","Guinea","N","Macenta","Termessadou-Dibo","NA","NA","2016","","",NA,"","December","Winter",NA,"Yes, Overall, 195 (61.1%) bats were female, 121 (37.9%) were male","Y","Y, but unclear","","VERENA Admin","4/12/2022 2:34pm","oropharyngeal","0","0","1","0",NA,NA,"No","PCR",1,"Rousettus aegyptiacus","Rousettus aegyptiacus","wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa","385","wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa",0.187455148633136,0.00602409638554217,0.024390243902439,"Rousettus aegyptiacus","Rousettus aegyptiacus","PTEROPODIDAE"
"2087",2344,"wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa","Lacroix et al.","Viruses",2020,41,1,0.02439,"Rousettus aegyptiacus","alphacoronavirus","","","","single","cross-sectional","RNA","broadly reactive nested RT-PCR","multiple","RdRp",NA,"oral swab","Guinea","N","Macenta","Termessadou-Dibo","NA","NA","2016","","",NA,"","December","Winter",NA,"Yes, Overall, 195 (61.1%) bats were female, 121 (37.9%) were male","Y","Y, but unclear","","VERENA Admin","4/12/2022 2:34pm","oropharyngeal","0","0","1","0",NA,NA,"No","PCR",1,"Rousettus aegyptiacus","Rousettus aegyptiacus","wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa","386","wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa",0.187455148633136,0.00602409638554217,0.024390243902439,"Rousettus aegyptiacus","Rousettus aegyptiacus","PTEROPODIDAE"
"2088",2346,"wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa","Lacroix et al.","Viruses",2020,41,1,0.02439,"Rousettus aegyptiacus","alphacoronavirus","","","","single","cross-sectional","RNA","broadly reactive nested RT-PCR","multiple","RdRp",NA,"rectal swab","Guinea","N","Macenta","Termessadou-Dibo","NA","NA","2016","","",NA,"","December","Winter",NA,"Yes, Overall, 195 (61.1%) bats were female, 121 (37.9%) were male","Y","Y, but unclear","","VERENA Admin","4/12/2022 2:34pm","faecal, rectal, or anal","0","0","1","0",NA,NA,"No","PCR",1,"Rousettus aegyptiacus","Rousettus aegyptiacus","wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa","387","wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa",0.187455148633136,0.00602409638554217,0.024390243902439,"Rousettus aegyptiacus","Rousettus aegyptiacus","PTEROPODIDAE"
"2089",2345,"wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa","Lacroix et al.","Viruses",2020,41,1,0.02439,"Rousettus aegyptiacus","alphacoronavirus","","","","single","cross-sectional","RNA","broadly reactive nested RT-PCR","multiple","RdRp",NA,"oral swab","Guinea","N","Macenta","Termessadou-Dibo","NA","NA","2016","","",NA,"","December","Winter",NA,"Yes, Overall, 195 (61.1%) bats were female, 121 (37.9%) were male","Y","Y, but unclear","","VERENA Admin","4/12/2022 2:34pm","oropharyngeal","0","0","1","0",NA,NA,"No","PCR",1,"Rousettus aegyptiacus","Rousettus aegyptiacus","wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa","388","wide diversity of coronaviruses in frugivorous and insectivorous bat species: a pilot study in guinea, west africa",0.187455148633136,0.00602409638554217,0.024390243902439,"Rousettus aegyptiacus","Rousettus aegyptiacus","PTEROPODIDAE"
"2092",2972,"white-nose syndrome is associated with increased replication of a naturally persisting coronaviruses in bats","Davy et al.","Sci Rep",2018,63,7,0.111111,"Myotis lucifugus","alphacoronavirus","Colacovirus","","Myl-CoV","pooled","cross-sectional","RNA","RT-qPCR,semi-nested PCR","multiple","",NA,"intestines","Canada","N","Manitoba","hibernacula ","NA","NA","2017","","",NA,"","January","Winter",NA,"","","","","VERENA Admin","4/12/2022 2:35pm","intestine","0","0","1","0",NA,NA,"N/A; experimental infection","PCR",1,"Myotis lucifugus","Myotis lucifugus","white-nose syndrome is associated with increased replication of a naturally persisting coronaviruses in bats","389","white-nose syndrome is associated with increased replication of a naturally persisting coronaviruses in bats",0.349216188620183,0.00393700787401575,0.111111111111111,"Myotis lucifugus","Myotis lucifugus","VESPERTILIONIDAE"
"2094",2358,"genomic characterization of severe acute respiratory syndrome-related coronavirus in european bats and classification of coronaviruses based on partial rna-dependent rna polymerase gene sequences","Drexler et al.","J Virol",2010,243,8,0.032922,"Rhinolophus euryale","alphacoronavirus","","","HKU2 related","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Bulgaria","N","","Elenas Cave, Bratanova Cave (April), Big Vupa, Kaleto Cave, Roman Horse Cave (April), Maharata Cave Area (April)","NA","NA","2008","","",NA,"","April + September, unless site specifies one or the other","Spring,Fall",NA,"Y","Y","N","","VERENA Admin","4/12/2022 2:34pm","faecal, rectal, or anal","0","1","0","1",NA,NA,"No","PCR",1,"Rhinolophus euryale","Rhinolophus euryale","genomic characterization of severe acute respiratory syndrome-related coronavirus in european bats and classification of coronaviruses based on partial rna-dependent rna polymerase gene sequences","390","genomic characterization of severe acute respiratory syndrome-related coronavirus in european bats and classification of coronaviruses based on partial rna-dependent rna polymerase gene sequences",0.187665935098569,0.00102669404517454,0.0329218106995885,"Rhinolophus euryale","Rhinolophus euryale","RHINOLOPHIDAE"
"2095",2359,"genomic characterization of severe acute respiratory syndrome-related coronavirus in european bats and classification of coronaviruses based on partial rna-dependent rna polymerase gene sequences","Drexler et al.","J Virol",2010,243,25,0.102881,"Rhinolophus euryale","alphacoronavirus","","","BB98-15","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Bulgaria","N","","Elenas Cave, Bratanova Cave (April), Big Vupa, Kaleto Cave, Roman Horse Cave (April), Maharata Cave Area (April)","NA","NA","2008","","",NA,"","April + September, unless site specifies one or the other","Spring,Fall",NA,"Y","Y","N","","VERENA Admin","4/12/2022 2:34pm","faecal, rectal, or anal","0","1","0","1",NA,NA,"No","PCR",1,"Rhinolophus euryale","Rhinolophus euryale","genomic characterization of severe acute respiratory syndrome-related coronavirus in european bats and classification of coronaviruses based on partial rna-dependent rna polymerase gene sequences","391","genomic characterization of severe acute respiratory syndrome-related coronavirus in european bats and classification of coronaviruses based on partial rna-dependent rna polymerase gene sequences",0.32917618057098,0.00102669404517454,0.102880658436214,"Rhinolophus euryale","Rhinolophus euryale","RHINOLOPHIDAE"
"2097",2361,"genomic characterization of severe acute respiratory syndrome-related coronavirus in european bats and classification of coronaviruses based on partial rna-dependent rna polymerase gene sequences","Drexler et al.","J Virol",2010,82,3,0.036585,"Rhinolophus blasii","alphacoronavirus","","","HKU2 related","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Bulgaria","N","","Elenas Cave, Bratanova Cave (April), Big Vupa, Kaleto Cave, Roman Horse Cave (April), Maharata Cave Area (April)","NA","NA","2008","","",NA,"","April + September, unless site specifies one or the other","Spring,Fall",NA,"Y","Y","N","","VERENA Admin","4/12/2022 2:34pm","faecal, rectal, or anal","0","1","0","1",NA,NA,"No","PCR",1,"Rhinolophus blasii","Rhinolophus blasii","genomic characterization of severe acute respiratory syndrome-related coronavirus in european bats and classification of coronaviruses based on partial rna-dependent rna polymerase gene sequences","392","genomic characterization of severe acute respiratory syndrome-related coronavirus in european bats and classification of coronaviruses based on partial rna-dependent rna polymerase gene sequences",0.206306387168695,0.00303030303030303,0.0365853658536586,"Rhinolophus blasii","Rhinolophus blasii","RHINOLOPHIDAE"
"2098",2362,"genomic characterization of severe acute respiratory syndrome-related coronavirus in european bats and classification of coronaviruses based on partial rna-dependent rna polymerase gene sequences","Drexler et al.","J Virol",2010,82,7,0.085366,"Rhinolophus blasii","alphacoronavirus","","","BB98-15","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Bulgaria","N","","Elenas Cave, Bratanova Cave (April), Big Vupa, Kaleto Cave, Roman Horse Cave (April), Maharata Cave Area (April)","NA","NA","2008","","",NA,"","April + September, unless site specifies one or the other","Spring,Fall",NA,"Y","Y","N","","VERENA Admin","4/12/2022 2:34pm","faecal, rectal, or anal","0","1","0","1",NA,NA,"No","PCR",1,"Rhinolophus blasii","Rhinolophus blasii","genomic characterization of severe acute respiratory syndrome-related coronavirus in european bats and classification of coronaviruses based on partial rna-dependent rna polymerase gene sequences","393","genomic characterization of severe acute respiratory syndrome-related coronavirus in european bats and classification of coronaviruses based on partial rna-dependent rna polymerase gene sequences",0.305165644919684,0.00303030303030303,0.0853658536585366,"Rhinolophus blasii","Rhinolophus blasii","RHINOLOPHIDAE"
