"","UniqueID","Field.25","author..from.Imported.table.2.","journal..from.Imported.table.2.","year..from.Imported.table.2.","sample","positives","prevalence","bat_species","virus_genus","virus_subgenus","virus_species","virus_strain","detection_type","study_type","detection_method","method_specific","single.multiple.PCR.method","Primers","gene_targets","Terminal.sampling.","tissue","country","state","site","longitude","latitude","sample_year","start_year","start_month","end_year","end_month","sample_season","X..Sampling.Trips","Sex.Info.","Habitat.Disturbance.Info.","Coinfection.Info.","Entered.by","Last.modified","euthanasia"
"1858",2079,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,137,0,0,"Nyctalus lasiopterus","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"oral swab","Spain","","","","","","2004","",2007,"","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","N"
"1859",2056,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,3,0,0,"Myotis nattereri","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"faeces","Spain","","","","","","2004","",2007,"","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","N"
"1860",2064,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,3,0,0,"Myotis nattereri","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"oral swab","Spain","","","","","","2004","",2007,"","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","N"
"1861",2063,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,23,0,0,"Nyctalus leisleri","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"faeces","Spain","","","","","","2004","",2007,"","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","N"
"1862",2062,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,11,0,0,"Nyctalus leisleri","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"oral swab","Spain","","","","","","2004","",2007,"","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","N"
"1863",2061,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,4,1,0.25,"Pipistrellus kuhlii","alphacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"faeces","Spain","","","","","","2004","",2007,"","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","N"
"1864",2060,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,6,0,0,"Pipistrellus kuhlii","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"oral swab","Spain","","","","","","2004","",2007,"","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","N"
"1865",2059,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,3,0,0,"Pipistrellus pipistrellus","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"faeces","Spain","","","","","","2004","",2007,"","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","N"
"1866",2058,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,1,0,0,"Pipistrellus pipistrellus","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"oral swab","Spain","","","","","","2004","",2007,"","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","N"
"1867",2057,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,1,0,0,"Pipistrellus pygmaeus","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"oral swab","Spain","","","","","","2004","",2007,"","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","N"
"1868",2065,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,29,1,0.034483,"Pipistrellus sp.","alphacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"faeces","Spain","","","","","","2004","",2007,"","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","N"
"1869",2066,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,5,0,0,"Pipistrellus sp.","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"oral swab","Spain","","","","","","2004","",2007,"","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","N"
"1870",2067,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,7,0,0,"Plecotus auritus","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"faeces","Spain","","","","","","2004","",2007,"","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","N"
"1871",2068,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,7,0,0,"Plecotus austriacus","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"faeces","Spain","","","","","","2004","",2007,"","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","N"
"1872",2069,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,10,0,0,"Plecotus austriacus","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"oral swab","Spain","","","","","","2004","",2007,"","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","N"
"1873",2070,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,13,0,0,"Rhinolophus euryale","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"oral swab","Spain","","","","","","2004","",2007,"","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","N"
"1874",2071,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,3,0,0,"Rhinolophus ferrumequinum","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"faeces","Spain","","","","","","2004","",2007,"","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","N"
"1875",2072,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,5,0,0,"Rhinolophus ferrumequinum","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"oral swab","Spain","","","","","","2004","",2007,"","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","N"
"1876",2073,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,4,0,0,"Rhinolophus hipposideros","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"faeces","Spain","","","","","","2004","",2007,"","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","N"
"1877",2074,"detection of alpha and betacoronaviruses in multiple iberian bat species","Falcón et al.","Arch Virol",2011,1,0,0,"Rhinolophus mehelyi","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"oral swab","Spain","","","","","","2004","",2007,"","",NA,"","","","Binqi Chen","3/13/2021 5:09pm","N"
"1878",2080,"detection of alphacoronavirus in velvety free-tailed bats (molossus molossus) and brazilian free-tailed bats (tadarida brasiliensis) from urban area of southern brazil","Lima et al.","Virus Genes",2013,150,29,0.193333,"Molossus molossus,Tadarida brasiliensis","alphacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single",NA,"RdRp",NA,"roost feces","Brazil","Rio Grande do Sul","Porto Alegre","51º13'48""W","30º01'59"" S","2012","","",NA,"","Summer",NA,"","","","Binqi Chen","3/28/2021 10:05am","N"
"1879",2081,"genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon","Maganga et al.","Scientific Reports",2020,57,7,0.122807,"Hipposideros cf. ruber","alphacoronavirus","","","similar to HCoV-229E","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"intestines","Gabon","Ogooue-Ivindo","Faucon Cave","13°20 E","1°07N","2009","","",NA,"","November",NA,"Y","","","Binqi Chen","3/28/2021 10:05am","Y"
"1880",2082,"genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon","Maganga et al.","Scientific Reports",2020,57,2,0.035088,"Hipposideros cf. ruber","?","","","","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"intestines","Gabon","Ogooue-Ivindo","Faucon Cave","13°20 E","1°07N","2009","","",NA,"","November",NA,"Y","","","Binqi Chen","3/28/2021 10:05am","Y"
"1881",2083,"genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon","Maganga et al.","Scientific Reports",2020,58,2,0.034483,"Hipposideros cf. ruber","alphacoronavirus","","","similar to HCoV-229E","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"intestines","Gabon","Ogooue-Ivindo","Batouala Cave","13°45 E","0°82N","2009","","",NA,"","December",NA,"Y","","","Binqi Chen","3/28/2021 10:05am","Y"
"1882",2084,"genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon","Maganga et al.","Scientific Reports",2020,102,1,0.009804,"Miniopterus inflatus","?","","","","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"intestines","Gabon","Ogooue-Ivindo","Batouala Cave","13°45 E","0°82N","2009","","",NA,"","December",NA,"Y","","","Binqi Chen","3/28/2021 10:05am","Y"
"1883",2085,"genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon","Maganga et al.","Scientific Reports",2020,13,2,0.153846,"Hipposideros cf. ruber","alphacoronavirus","","","similar to HCoV-229E","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"intestines","Gabon","Ogooue-Ivindo","Faucon Cave","13°20 E","1°07N","2010","","",NA,"","October",NA,"Y","","","Binqi Chen","3/28/2021 10:05am","Y"
"1884",2086,"genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon","Maganga et al.","Scientific Reports",2020,30,1,0.033333,"Hipposideros gigas","alphacoronavirus","","","similar to HCoV-229E","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"intestines","Gabon","Ogooue-Ivindo","Faucon Cave","13°20 E","1°07N","2010","","",NA,"","October",NA,"Y","","","Binqi Chen","3/28/2021 10:05am","Y"
"1885",2087,"genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon","Maganga et al.","Scientific Reports",2020,16,3,0.1875,"Hipposideros gigas","betacoronavirus ","","","similar to Zaria bat coronavirus (ZCoV)","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"intestines","Gabon","Ogooue-Ivindo","Faucon Cave","13°20 E","1°07N","2013","","",NA,"","July",NA,"Y","","","Binqi Chen","3/28/2021 10:05am","Y"
"1886",2088,"genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon","Maganga et al.","Scientific Reports",2020,5,0,0,"Hipposideros cf. ruber","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"intestines","Gabon","Haut-Ogooue","Dijibilong Cave","13°46 E","1°36 S","2013","","",NA,"","",NA,"","","","Binqi Chen","3/28/2021 10:05am","Y"
"1887",2089,"genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon","Maganga et al.","Scientific Reports",2020,69,0,0,"Miniopterus inflatus","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"intestines","Gabon","Haut-Ogooue","Dijibilong Cave","13°46 E","1°36 S","2013","","",NA,"","",NA,"","","","Binqi Chen","3/28/2021 10:05am","Y"
"1888",2090,"genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon","Maganga et al.","Scientific Reports",2020,8,0,0,"Rousettus aegyptiacus","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"intestines","Gabon","Haut-Ogooue","Dijibilong Cave","13°46 E","1°36 S","2013","","",NA,"","",NA,"","","","Binqi Chen","3/28/2021 10:05am","Y"
"1889",2091,"genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon","Maganga et al.","Scientific Reports",2020,10,0,0,"Coleura afra","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"intestines","Gabon","Ogooue-Ivindo","Batouala Cave","13°45 E","0°82N","2009","","",NA,"","",NA,"","","","Binqi Chen","3/28/2021 10:05am","Y"
"1890",2092,"genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon","Maganga et al.","Scientific Reports",2020,17,0,0,"Hipposideros gigas","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"intestines","Gabon","Ogooue-Ivindo","Batouala Cave","13°45 E","0°82N","2009","","",NA,"","",NA,"","","","Binqi Chen","3/28/2021 10:05am","Y"
"1891",2093,"genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon","Maganga et al.","Scientific Reports",2020,4,0,0,"Rousettus aegyptiacus","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"intestines","Gabon","Ogooue-Ivindo","Batouala Cave","13°45 E","0°82N","2009","","",NA,"","",NA,"","","","Binqi Chen","3/28/2021 10:05am","Y"
"1892",2094,"genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon","Maganga et al.","Scientific Reports",2020,6,0,0,"Miniopterus inflatus","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"intestines","Gabon","Ogooue-Ivindo","Batouala Cave","13°45 E","0°82N","2013","","",NA,"","",NA,"","","","Binqi Chen","3/28/2021 10:05am","Y"
"1893",2095,"genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon","Maganga et al.","Scientific Reports",2020,6,0,0,"Rousettus aegyptiacus","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"intestines","Gabon","Ogooue-Ivindo","Batouala Cave","13°45 E","0°82N","2013","","",NA,"","",NA,"","","","Binqi Chen","3/28/2021 10:05am","Y"
"1894",2096,"genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon","Maganga et al.","Scientific Reports",2020,46,0,0,"Hipposideros cf. ruber","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"intestines","Gabon","Ogooue-Ivindo","Zadie Cave"," 13°19 E","0°98N","2009","","",NA,"","",NA,"","","","Binqi Chen","3/28/2021 10:05am","Y"
"1895",2097,"genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon","Maganga et al.","Scientific Reports",2020,7,0,0,"Hipposideros gigas","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"intestines","Gabon","Ogooue-Ivindo","Zadie Cave"," 13°19 E","0°98N","2009","","",NA,"","",NA,"","","","Binqi Chen","3/28/2021 10:05am","Y"
"1896",2098,"genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon","Maganga et al.","Scientific Reports",2020,37,0,0,"Rousettus aegyptiacus","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"intestines","Gabon","Ogooue-Ivindo","Zadie Cave"," 13°19 E","0°98N","2009","","",NA,"","",NA,"","","","Binqi Chen","3/28/2021 10:05am","Y"
"1897",2099,"genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon","Maganga et al.","Scientific Reports",2020,16,0,0,"Hipposideros cf. ruber","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"intestines","Gabon","Ogooue-Ivindo","Zadie Cave"," 13°19 E","0°98N","2010","","",NA,"","",NA,"","","","Binqi Chen","3/28/2021 10:05am","Y"
"1898",2100,"genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon","Maganga et al.","Scientific Reports",2020,5,0,0,"Hipposideros gigas","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","nested RT-PCR","multiple",NA,"RdRp",NA,"intestines","Gabon","Ogooue-Ivindo","Zadie Cave"," 13°19 E","0°98N","2010","","",NA,"","",NA,"","","","Binqi Chen","3/28/2021 10:05am","Y"
