"","X","UniqueID","title","author..from.Imported.table.2.","journal..from.Imported.table.2.","year..from.Imported.table.2.","sample","positives","prevalence","bat_species","virus_genus","virus_genus_notes","virus_subgenus","virus_species","virus_strain","detection_type","study_type","detection_method","method_specific","single.multiple.PCR.method","gene_targets","Terminal.sampling.","tissue","country","country_hemisphere","state","site","longitude","latitude","sample_year","start_year","start_month","end_year","end_month","sample_season","sample_season_simplified","X..Sampling.Trips","Sex.Info.","Habitat.Disturbance.Info.","Coinfection.Info.","Flag","Entered.by","Last.modified","tissue_simplified","sample_simplified","summer","fall","winter","spring","latidudedecimal","longitudedecimal","gene_targets_simplified","euthanasia","euthanasia_simplified","method_specific_simplified","virus_genus_simplified","spec","species_for_reader","species","studies"
"1924",1924,2392,"genetic characteristics of coronaviruses from korean bats in 2016","Lee et al.","Microb Ecol",2017,2,0,0,"Rhinolophus ferrumequinum","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","PCR","single","RdRp",NA,"faeces","South Korea","N","Gyeongbuk","Abandoned mine (Gyeongju 1)",NA,NA,"","2016","January",2016,"September","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:35pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus ferrumequinum","Rhinolophus ferrumequinum","genetic characteristics of coronaviruses from korean bats in 2016"
"1925",1925,2393,"genetic characteristics of coronaviruses from korean bats in 2016","Lee et al.","Microb Ecol",2017,6,0,0,"Rhinolophus ferrumequinum","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","PCR","single","RdRp",NA,"Carcass","South Korea","N","Gyeongbuk","Abandoned mine (Gyeongju 1)",NA,NA,"","2016","January",2016,"September","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:35pm","pooled tissue","tissue",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus ferrumequinum","Rhinolophus ferrumequinum","genetic characteristics of coronaviruses from korean bats in 2016"
"1926",1926,2394,"genetic characteristics of coronaviruses from korean bats in 2016","Lee et al.","Microb Ecol",2017,12,0,0,"Rhinolophus ferrumequinum","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","PCR","single","RdRp",NA,"urine","South Korea","N","Gyeongbuk","Abandoned mine (Gyeongju 1)",NA,NA,"","2016","January",2016,"September","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:35pm","urinary","tissue",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus ferrumequinum","Rhinolophus ferrumequinum","genetic characteristics of coronaviruses from korean bats in 2016"
"1927",1927,2395,"genetic characteristics of coronaviruses from korean bats in 2016","Lee et al.","Microb Ecol",2017,1,0,0,"Myotis aurascens","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","PCR","single","RdRp",NA,"oral swab","South Korea","N","Gyeongbuk","Forest (Gyeongju 2)",NA,NA,"","2016","January",2016,"September","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:35pm","oropharyngeal","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis aurascens","Myotis aurascens","genetic characteristics of coronaviruses from korean bats in 2016"
"1928",1928,2396,"genetic characteristics of coronaviruses from korean bats in 2016","Lee et al.","Microb Ecol",2017,1,0,0,"Myotis aurascens","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","PCR","single","RdRp",NA,"faeces","South Korea","N","Gyeongbuk","Forest (Gyeongju 2)",NA,NA,"","2016","January",2016,"September","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:35pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis aurascens","Myotis aurascens","genetic characteristics of coronaviruses from korean bats in 2016"
"1929",1929,2397,"genetic characteristics of coronaviruses from korean bats in 2016","Lee et al.","Microb Ecol",2017,10,0,0,"Pipistrelus abramus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","PCR","single","RdRp",NA,"faeces","South Korea","N","Gyeongbuk","In area of private houses (Gyeongju 3)",NA,NA,"","2016","January",2016,"September","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:35pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Pipistrellus abramus","Pipistrellus abramus","genetic characteristics of coronaviruses from korean bats in 2016"
"1930",1930,2398,"genetic characteristics of coronaviruses from korean bats in 2016","Lee et al.","Microb Ecol",2017,5,0,0,"Pipistrelus abramus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","PCR","single","RdRp",NA,"faeces","South Korea","N","Gyeongbuk","Forest (Gyeongju 3)",NA,NA,"","2016","January",2016,"September","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:35pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Pipistrellus abramus","Pipistrellus abramus","genetic characteristics of coronaviruses from korean bats in 2016"
"1931",1931,2399,"genetic characteristics of coronaviruses from korean bats in 2016","Lee et al.","Microb Ecol",2017,25,0,0,"Eptesicus serotinus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","PCR","single","RdRp",NA,"oral swab","South Korea","N","Gyeongbuk","Forest (Andong 1)",NA,NA,"","2016","January",2016,"September","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:35pm","oropharyngeal","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Eptesicus serotinus","Eptesicus serotinus","genetic characteristics of coronaviruses from korean bats in 2016"
"1932",1932,2400,"genetic characteristics of coronaviruses from korean bats in 2016","Lee et al.","Microb Ecol",2017,18,0,0,"Eptesicus serotinus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","PCR","single","RdRp",NA,"faeces","South Korea","N","Gyeongbuk","Forest (Andong 1)",NA,NA,"","2016","January",2016,"September","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:35pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Eptesicus serotinus","Eptesicus serotinus","genetic characteristics of coronaviruses from korean bats in 2016"
"1933",1933,2401,"genetic characteristics of coronaviruses from korean bats in 2016","Lee et al.","Microb Ecol",2017,6,0,0,"Eptesicus serotinus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","PCR","single","RdRp",NA,"oral swab","South Korea","N","Gyeongbuk","Forest (Andong 2)",NA,NA,"","2016","January",2016,"September","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:35pm","oropharyngeal","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Eptesicus serotinus","Eptesicus serotinus","genetic characteristics of coronaviruses from korean bats in 2016"
"1934",1934,2402,"genetic characteristics of coronaviruses from korean bats in 2016","Lee et al.","Microb Ecol",2017,2,0,0,"Eptesicus serotinus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","PCR","single","RdRp",NA,"faeces","South Korea","N","Gyeongbuk","Forest (Andong 2)",NA,NA,"","2016","January",2016,"September","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:35pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Eptesicus serotinus","Eptesicus serotinus","genetic characteristics of coronaviruses from korean bats in 2016"
"1935",1935,2403,"genetic characteristics of coronaviruses from korean bats in 2016","Lee et al.","Microb Ecol",2017,2,0,0,"Eptesicus serotinus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","PCR","single","RdRp",NA,"urine","South Korea","N","Gyeongbuk","Forest (Andong 2)",NA,NA,"","2016","January",2016,"September","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:35pm","urinary","tissue",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Eptesicus serotinus","Eptesicus serotinus","genetic characteristics of coronaviruses from korean bats in 2016"
"1936",1936,2404,"genetic characteristics of coronaviruses from korean bats in 2016","Lee et al.","Microb Ecol",2017,2,0,0,"Myotis macrodactylus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","PCR","single","RdRp",NA,"oral swab","South Korea","N","Gyeongbuk","Abandoned mine (Yeongdeok 1)",NA,NA,"","2016","January",2016,"September","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:35pm","oropharyngeal","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis macrodactylus","Myotis macrodactylus","genetic characteristics of coronaviruses from korean bats in 2016"
"1937",1937,2405,"genetic characteristics of coronaviruses from korean bats in 2016","Lee et al.","Microb Ecol",2017,3,0,0,"Myotis macrodactylus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","PCR","single","RdRp",NA,"Carcass","South Korea","N","Gyeongbuk","Abandoned mine (Yeongdeok 1)",NA,NA,"","2016","January",2016,"September","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:35pm","pooled tissue","tissue",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis macrodactylus","Myotis macrodactylus","genetic characteristics of coronaviruses from korean bats in 2016"
"1938",1938,2407,"genetic characteristics of coronaviruses from korean bats in 2016","Lee et al.","Microb Ecol",2017,23,0,0,"Myotis nattereri","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","PCR","single","RdRp",NA,"oral swab","South Korea","N","Gyeongbuk","Abandoned mine (Yeongju 1)",NA,NA,"","2016","January",2016,"September","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:35pm","oropharyngeal","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis nattereri","Myotis nattereri","genetic characteristics of coronaviruses from korean bats in 2016"
"1939",1939,2408,"genetic characteristics of coronaviruses from korean bats in 2016","Lee et al.","Microb Ecol",2017,6,0,0,"Myotis nattereri","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","PCR","single","RdRp",NA,"faeces","South Korea","N","Gyeongbuk","Abandoned mine (Yeongju 1)",NA,NA,"","2016","January",2016,"September","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:35pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis nattereri","Myotis nattereri","genetic characteristics of coronaviruses from korean bats in 2016"
"1940",1940,2409,"genetic characteristics of coronaviruses from korean bats in 2016","Lee et al.","Microb Ecol",2017,1,0,0,"Myotis nattereri","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","PCR","single","RdRp",NA,"Carcass","South Korea","N","Gyeongbuk","Abandoned mine (Yeongju 1)",NA,NA,"","2016","January",2016,"September","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:35pm","pooled tissue","tissue",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis nattereri","Myotis nattereri","genetic characteristics of coronaviruses from korean bats in 2016"
"1941",1941,2411,"genetic characteristics of coronaviruses from korean bats in 2016","Lee et al.","Microb Ecol",2017,12,0,0,"Miniopterus schreibersii","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","PCR","single","RdRp",NA,"Carcass","South Korea","N","Gyeongbuk","Abandoned mine (Yeongcheon 1)",NA,NA,"","2016","January",2016,"September","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:35pm","pooled tissue","tissue",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Miniopterus schreibersii","Miniopterus schreibersii","genetic characteristics of coronaviruses from korean bats in 2016"
"1942",1942,2412,"genetic characteristics of coronaviruses from korean bats in 2016","Lee et al.","Microb Ecol",2017,4,0,0,"Myotis petax","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","PCR","single","RdRp",NA,"oral swab","South Korea","N","Gyeongbuk","Forest, valley (Cheongsong 1)",NA,NA,"","2016","January",2016,"September","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:35pm","oropharyngeal","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis petax","Myotis petax","genetic characteristics of coronaviruses from korean bats in 2016"
"1943",1943,2413,"genetic characteristics of coronaviruses from korean bats in 2016","Lee et al.","Microb Ecol",2017,1,0,0,"Myotis petax","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","PCR","single","RdRp",NA,"faeces","South Korea","N","Gyeongbuk","Forest, valley (Cheongsong 1)",NA,NA,"","2016","January",2016,"September","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:35pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis petax","Myotis petax","genetic characteristics of coronaviruses from korean bats in 2016"
"1944",1944,2414,"genetic characteristics of coronaviruses from korean bats in 2016","Lee et al.","Microb Ecol",2017,11,0,0,"Eptesicus serotinus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","PCR","single","RdRp",NA,"oral swab","South Korea","N","Gwangju","Forest (Shinchon GwJ 1)",NA,NA,"","2016","January",2016,"September","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:35pm","oropharyngeal","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Eptesicus serotinus","Eptesicus serotinus","genetic characteristics of coronaviruses from korean bats in 2016"
"1945",1945,2416,"genetic characteristics of coronaviruses from korean bats in 2016","Lee et al.","Microb Ecol",2017,1,0,0,"Eptesicus serotinus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","PCR","single","RdRp",NA,"urine","South Korea","N","Gwangju","Forest (Shinchon GwJ 1)",NA,NA,"","2016","January",2016,"September","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:35pm","urinary","tissue",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Eptesicus serotinus","Eptesicus serotinus","genetic characteristics of coronaviruses from korean bats in 2016"
"1946",1946,2417,"genetic characteristics of coronaviruses from korean bats in 2016","Lee et al.","Microb Ecol",2017,5,0,0,"Rhinolophus ferrumequinum","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","PCR","single","RdRp",NA,"oral swab","South Korea","N","Gwangju","Cave (Seokgok GwJ 2)",NA,NA,"","2016","January",2016,"September","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:35pm","oropharyngeal","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus ferrumequinum","Rhinolophus ferrumequinum","genetic characteristics of coronaviruses from korean bats in 2016"
"1947",1947,2418,"genetic characteristics of coronaviruses from korean bats in 2016","Lee et al.","Microb Ecol",2017,5,0,0,"Pipistrelus abramus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","PCR","single","RdRp",NA,"faeces","South Korea","N","Daegu","Forest, stream (Dalseong 1)",NA,NA,"","2016","January",2016,"September","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:35pm","faecal, rectal, or anal","faeces",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Pipistrellus abramus","Pipistrellus abramus","genetic characteristics of coronaviruses from korean bats in 2016"
"1948",1948,2419,"genetic characteristics of coronaviruses from korean bats in 2016","Lee et al.","Microb Ecol",2017,12,0,0,"Rhinolophus ferrumequinum","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","PCR","single","RdRp",NA,"oral swab","South Korea","N","Ulsan","Abandoned mine (Ulju US 1)",NA,NA,"","2016","January",2016,"September","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:35pm","oropharyngeal","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus ferrumequinum","Rhinolophus ferrumequinum","genetic characteristics of coronaviruses from korean bats in 2016"
"1949",1949,2420,"genetic characteristics of coronaviruses from korean bats in 2016","Lee et al.","Microb Ecol",2017,2,0,0,"Rhinolophus ferrumequinum","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","PCR","single","RdRp",NA,"Carcass","South Korea","N","Ulsan","Abandoned mine (Ulju US 1)",NA,NA,"","2016","January",2016,"September","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:35pm","pooled tissue","tissue",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhinolophus ferrumequinum","Rhinolophus ferrumequinum","genetic characteristics of coronaviruses from korean bats in 2016"
