,X,UniqueID,title,author..from.Imported.table.2.,journal..from.Imported.table.2.,year..from.Imported.table.2.,sample,positives,prevalence,bat_species,virus_genus,virus_genus_notes,virus_subgenus,virus_species,virus_strain,detection_type,study_type,detection_method,method_specific,single.multiple.PCR.method,gene_targets,Terminal.sampling.,tissue,country,country_hemisphere,state,site,longitude,latitude,sample_year,start_year,start_month,end_year,end_month,sample_season,sample_season_simplified,X..Sampling.Trips,Sex.Info.,Habitat.Disturbance.Info.,Coinfection.Info.,Flag,Entered.by,Last.modified,tissue_simplified,sample_simplified,summer,fall,winter,spring,latidudedecimal,longitudedecimal,gene_targets_simplified,euthanasia,euthanasia_simplified,method_specific_simplified,virus_genus_simplified,spec,species_for_reader,species,studies,species_char,family
1708,1708,2099,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Maganga et al.,Scientific Reports,2020,16,0,0,Hipposideros cf. ruber,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,intestines,Gabon,N,Ogooue-Ivindo,Zadie Cave, 13°19 E,0°98N,2010,,,NA,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:30pm,intestine,tissue,1,1,1,1,0,13.31666667,RdRp,"Yes, for this study",Yes,PCR,genus not specified,1,Hipposideros ruber,Hipposideros ruber,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Hipposideros ruber,HIPPOSIDERIDAE
1709,1709,2100,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Maganga et al.,Scientific Reports,2020,5,0,0,Hipposideros gigas,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,intestines,Gabon,N,Ogooue-Ivindo,Zadie Cave, 13°19 E,0°98N,2010,,,NA,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:30pm,intestine,tissue,1,1,1,1,0,13.31666667,RdRp,"Yes, for this study",Yes,PCR,genus not specified,1,Hipposideros gigas,Hipposideros gigas,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Hipposideros gigas,HIPPOSIDERIDAE
1710,1710,2101,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Maganga et al.,Scientific Reports,2020,28,0,0,Rousettus aegyptiacus,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,intestines,Gabon,N,Ogooue-Ivindo,Zadie Cave, 13°19 E,0°98N,2010,,,NA,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:30pm,intestine,tissue,1,1,1,1,0,13.31666667,RdRp,"Yes, for this study",Yes,PCR,genus not specified,1,Rousettus aegyptiacus,Rousettus aegyptiacus,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Rousettus aegyptiacus,PTEROPODIDAE
1711,1711,2102,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Maganga et al.,Scientific Reports,2020,25,0,0,Hipposideros cf. ruber,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,guano,Gabon,N,Ogooue-Ivindo,Zadie Cave, 13°19 E,0°98N,2011,,,NA,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:30pm,"faecal, rectal, or anal",faeces,1,1,1,1,0,13.31666667,RdRp,"Yes, for this study",Yes,PCR,genus not specified,1,Hipposideros ruber,Hipposideros ruber,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Hipposideros ruber,HIPPOSIDERIDAE
1712,1712,2103,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Maganga et al.,Scientific Reports,2020,25,0,0,Hipposideros gigas,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,guano,Gabon,N,Ogooue-Ivindo,Zadie Cave, 13°19 E,0°98N,2011,,,NA,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:30pm,"faecal, rectal, or anal",faeces,1,1,1,1,0,13.31666667,RdRp,"Yes, for this study",Yes,PCR,genus not specified,1,Hipposideros gigas,Hipposideros gigas,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Hipposideros gigas,HIPPOSIDERIDAE
1713,1713,2104,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Maganga et al.,Scientific Reports,2020,50,0,0,Rousettus aegyptiacus,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,guano,Gabon,N,Ogooue-Ivindo,Zadie Cave, 13°19 E,0°98N,2011,,,NA,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:30pm,"faecal, rectal, or anal",faeces,1,1,1,1,0,13.31666667,RdRp,"Yes, for this study",Yes,PCR,genus not specified,1,Rousettus aegyptiacus,Rousettus aegyptiacus,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Rousettus aegyptiacus,PTEROPODIDAE
1714,1714,2105,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Maganga et al.,Scientific Reports,2020,1,0,0,Hipposideros cf. ruber,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,intestines,Gabon,N,Ogooue-Ivindo,Zadie Cave, 13°19 E,0°98N,2013,,,NA,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:30pm,intestine,tissue,1,1,1,1,0,13.31666667,RdRp,"Yes, for this study",Yes,PCR,genus not specified,1,Hipposideros ruber,Hipposideros ruber,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Hipposideros ruber,HIPPOSIDERIDAE
1715,1715,2106,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Maganga et al.,Scientific Reports,2020,3,0,0,Hipposideros gigas,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,intestines,Gabon,N,Ogooue-Ivindo,Zadie Cave, 13°19 E,0°98N,2013,,,NA,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:30pm,intestine,tissue,1,1,1,1,0,13.31666667,RdRp,"Yes, for this study",Yes,PCR,genus not specified,1,Hipposideros gigas,Hipposideros gigas,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Hipposideros gigas,HIPPOSIDERIDAE
1716,1716,2107,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Maganga et al.,Scientific Reports,2020,35,0,0,Rousettus aegyptiacus,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,intestines,Gabon,N,Ogooue-Ivindo,Zadie Cave, 13°19 E,0°98N,2013,,,NA,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:30pm,intestine,tissue,1,1,1,1,0,13.31666667,RdRp,"Yes, for this study",Yes,PCR,genus not specified,1,Rousettus aegyptiacus,Rousettus aegyptiacus,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Rousettus aegyptiacus,PTEROPODIDAE
1717,1717,2108,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Maganga et al.,Scientific Reports,2020,4,0,0,Hipposideros gigas,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,intestines,Gabon,N,Ogooue-Lolo,Kessipoughou,12°77 E,0°86 S,2014,,,NA,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:30pm,intestine,tissue,1,1,1,1,0,13.28333333,RdRp,"Yes, for this study",Yes,PCR,genus not specified,1,Hipposideros gigas,Hipposideros gigas,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Hipposideros gigas,HIPPOSIDERIDAE
1718,1718,2109,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Maganga et al.,Scientific Reports,2020,4,0,0,Miniopterus inflatus,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,intestines,Gabon,N,Ogooue-Lolo,Kessipoughou,12°77 E,0°86 S,2014,,,NA,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:30pm,intestine,tissue,1,1,1,1,0,13.28333333,RdRp,"Yes, for this study",Yes,PCR,genus not specified,1,Miniopterus inflatus,Miniopterus inflatus,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Miniopterus inflatus,MINIOPTERIDAE
1719,1719,2110,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Maganga et al.,Scientific Reports,2020,119,0,0,Rousettus aegyptiacus,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,intestines,Gabon,N,Ogooue-Lolo,Kessipoughou,12°77 E,0°86 S,2014,,,NA,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:30pm,intestine,tissue,1,1,1,1,0,13.28333333,RdRp,"Yes, for this study",Yes,PCR,genus not specified,1,Rousettus aegyptiacus,Rousettus aegyptiacus,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Rousettus aegyptiacus,PTEROPODIDAE
1720,1720,2111,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Maganga et al.,Scientific Reports,2020,24,0,0,Hipposideros gigas,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,intestines,Gabon,N,Ogooue-Ivindo,Faucon Cave,13°20 E,1°07N,2009,,,NA,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:30pm,intestine,tissue,1,1,1,1,1.116666667,13.33333333,RdRp,"Yes, for this study",Yes,PCR,genus not specified,1,Hipposideros gigas,Hipposideros gigas,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Hipposideros gigas,HIPPOSIDERIDAE
1721,1721,2112,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Maganga et al.,Scientific Reports,2020,34,0,0,Coleura afra,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,intestines,Gabon,N,Ogooue-Ivindo,Faucon Cave,13°20 E,1°07N,2010,,,NA,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:30pm,intestine,tissue,1,1,1,1,1.116666667,13.33333333,RdRp,"Yes, for this study",Yes,PCR,genus not specified,1,Coleura afra,Coleura afra,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Coleura afra,EMBALLONURIDAE
1722,1722,2113,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Maganga et al.,Scientific Reports,2020,7,0,0,Miniopterus inflatus,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,intestines,Gabon,N,Ogooue-Ivindo,Faucon Cave,13°20 E,1°07N,2010,,,NA,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:30pm,intestine,tissue,1,1,1,1,1.116666667,13.33333333,RdRp,"Yes, for this study",Yes,PCR,genus not specified,1,Miniopterus inflatus,Miniopterus inflatus,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Miniopterus inflatus,MINIOPTERIDAE
1723,1723,2114,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Maganga et al.,Scientific Reports,2020,50,0,0,Coleura afra,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,guano,Gabon,N,Ogooue-Ivindo,Faucon Cave,13°20 E,1°07N,2011,,,NA,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:30pm,"faecal, rectal, or anal",faeces,1,1,1,1,1.116666667,13.33333333,RdRp,"Yes, for this study",Yes,PCR,genus not specified,1,Coleura afra,Coleura afra,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Coleura afra,EMBALLONURIDAE
1724,1724,2115,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Maganga et al.,Scientific Reports,2020,25,0,0,Hipposideros cf. ruber,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,guano,Gabon,N,Ogooue-Ivindo,Faucon Cave,13°20 E,1°07N,2011,,,NA,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:30pm,"faecal, rectal, or anal",faeces,1,1,1,1,1.116666667,13.33333333,RdRp,"Yes, for this study",Yes,PCR,genus not specified,1,Hipposideros ruber,Hipposideros ruber,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Hipposideros ruber,HIPPOSIDERIDAE
1725,1725,2116,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Maganga et al.,Scientific Reports,2020,25,0,0,Hipposideros gigas,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,guano,Gabon,N,Ogooue-Ivindo,Faucon Cave,13°20 E,1°07N,2011,,,NA,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:30pm,"faecal, rectal, or anal",faeces,1,1,1,1,1.116666667,13.33333333,RdRp,"Yes, for this study",Yes,PCR,genus not specified,1,Hipposideros gigas,Hipposideros gigas,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Hipposideros gigas,HIPPOSIDERIDAE
1726,1726,2117,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Maganga et al.,Scientific Reports,2020,50,0,0,Miniopterus inflatus,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,guano,Gabon,N,Ogooue-Ivindo,Faucon Cave,13°20 E,1°07N,2011,,,NA,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:30pm,"faecal, rectal, or anal",faeces,1,1,1,1,1.116666667,13.33333333,RdRp,"Yes, for this study",Yes,PCR,genus not specified,1,Miniopterus inflatus,Miniopterus inflatus,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Miniopterus inflatus,MINIOPTERIDAE
1727,1727,2118,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Maganga et al.,Scientific Reports,2020,18,0,0,Coleura afra,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,intestines,Gabon,N,Ogooue-Ivindo,Faucon Cave,13°20 E,1°07N,2013,,,NA,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:30pm,intestine,tissue,1,1,1,1,1.116666667,13.33333333,RdRp,"Yes, for this study",Yes,PCR,genus not specified,1,Coleura afra,Coleura afra,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Coleura afra,EMBALLONURIDAE
1728,1728,2119,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Maganga et al.,Scientific Reports,2020,16,0,0,Hipposideros cf. ruber,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,intestines,Gabon,N,Ogooue-Ivindo,Faucon Cave,13°20 E,1°07N,2013,,,NA,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:30pm,intestine,tissue,1,1,1,1,1.116666667,13.33333333,RdRp,"Yes, for this study",Yes,PCR,genus not specified,1,Hipposideros ruber,Hipposideros ruber,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Hipposideros ruber,HIPPOSIDERIDAE
1729,1729,2120,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Maganga et al.,Scientific Reports,2020,11,0,0,Miniopterus inflatus,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,intestines,Gabon,N,Ogooue-Ivindo,Faucon Cave,13°20 E,1°07N,2013,,,NA,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:30pm,intestine,tissue,1,1,1,1,1.116666667,13.33333333,RdRp,"Yes, for this study",Yes,PCR,genus not specified,1,Miniopterus inflatus,Miniopterus inflatus,genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in gabon,Miniopterus inflatus,MINIOPTERIDAE
1730,1730,2121,genetic diversity of coronaviruses in miniopterus fuliginosus bats,Du et al.,Sci China Life Sci,2016,26,0,0,Miniopterus fuliginosus,alphacoronavirus or betacoronavirus,,,,,pooled,longitudinal,RNA,RT-PCR,single,RdRp,NA,pharyngeal/anal swab,China,N,Shaanxi,,NA,NA,,2011,,2013,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:30pm,pooled swabs/samples,swab,1,1,1,1,NA,NA,RdRp,No,No,PCR,genus not specified,1,Miniopterus fuliginosus,Miniopterus fuliginosus,genetic diversity of coronaviruses in miniopterus fuliginosus bats,Miniopterus fuliginosus,MINIOPTERIDAE
1731,1731,2122,genetic diversity of coronaviruses in miniopterus fuliginosus bats,Du et al.,Sci China Life Sci,2016,26,0,0,Miniopterus fuliginosus,alphacoronavirus or betacoronavirus,,,,,pooled,longitudinal,RNA,RT-PCR,single,RdRp,NA,pharyngeal/anal swab,China,N,Shaanxi,,NA,NA,,2011,,2013,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:30pm,pooled swabs/samples,swab,1,1,1,1,NA,NA,RdRp,No,No,PCR,genus not specified,1,Miniopterus fuliginosus,Miniopterus fuliginosus,genetic diversity of coronaviruses in miniopterus fuliginosus bats,Miniopterus fuliginosus,MINIOPTERIDAE
1734,1734,2125,genetic diversity of coronaviruses in miniopterus fuliginosus bats,Du et al.,Sci China Life Sci,2016,30,0,0,Miniopterus fuliginosus,alphacoronavirus or betacoronavirus,,,,,pooled,longitudinal,RNA,RT-PCR,single,RdRp,NA,pharyngeal/anal swab,China,N,Anhui,,NA,NA,,2011,,2013,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:30pm,pooled swabs/samples,swab,1,1,1,1,NA,NA,RdRp,No,No,PCR,genus not specified,1,Miniopterus fuliginosus,Miniopterus fuliginosus,genetic diversity of coronaviruses in miniopterus fuliginosus bats,Miniopterus fuliginosus,MINIOPTERIDAE
1738,1738,2129,genetic diversity of coronaviruses in miniopterus fuliginosus bats,Du et al.,Sci China Life Sci,2016,8,0,0,Miniopterus fuliginosus,alphacoronavirus or betacoronavirus,,,,,pooled,longitudinal,RNA,RT-PCR,single,RdRp,NA,pharyngeal/anal swab,China,N,Zhejiang,,NA,NA,,2011,,2013,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:30pm,pooled swabs/samples,swab,1,1,1,1,NA,NA,RdRp,No,No,PCR,genus not specified,1,Miniopterus fuliginosus,Miniopterus fuliginosus,genetic diversity of coronaviruses in miniopterus fuliginosus bats,Miniopterus fuliginosus,MINIOPTERIDAE
1739,1739,2130,genetic diversity of coronaviruses in miniopterus fuliginosus bats,Du et al.,Sci China Life Sci,2016,8,0,0,Miniopterus fuliginosus,alphacoronavirus or betacoronavirus,,,,,pooled,longitudinal,RNA,RT-PCR,single,RdRp,NA,pharyngeal/anal swab,China,N,Zhejiang,,NA,NA,,2011,,2013,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:30pm,pooled swabs/samples,swab,1,1,1,1,NA,NA,RdRp,No,No,PCR,genus not specified,1,Miniopterus fuliginosus,Miniopterus fuliginosus,genetic diversity of coronaviruses in miniopterus fuliginosus bats,Miniopterus fuliginosus,MINIOPTERIDAE
1740,1740,2131,genetic diversity of coronaviruses in miniopterus fuliginosus bats,Du et al.,Sci China Life Sci,2016,18,0,0,Miniopterus fuliginosus,alphacoronavirus or betacoronavirus,,,,,pooled,longitudinal,RNA,RT-PCR,single,RdRp,NA,pharyngeal/anal swab,China,N,Jiangxi,,NA,NA,,2011,,2013,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:30pm,pooled swabs/samples,swab,1,1,1,1,NA,NA,RdRp,No,No,PCR,genus not specified,1,Miniopterus fuliginosus,Miniopterus fuliginosus,genetic diversity of coronaviruses in miniopterus fuliginosus bats,Miniopterus fuliginosus,MINIOPTERIDAE
1743,1743,2134,genetic diversity of coronaviruses in miniopterus fuliginosus bats,Du et al.,Sci China Life Sci,2016,26,0,0,Miniopterus fuliginosus,alphacoronavirus or betacoronavirus,,,,,pooled,longitudinal,RNA,RT-PCR,single,RdRp,NA,pharyngeal/anal swab,China,N,Fujian,,NA,NA,,2011,,2013,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:30pm,pooled swabs/samples,swab,1,1,1,1,NA,NA,RdRp,No,No,PCR,genus not specified,1,Miniopterus fuliginosus,Miniopterus fuliginosus,genetic diversity of coronaviruses in miniopterus fuliginosus bats,Miniopterus fuliginosus,MINIOPTERIDAE
1744,1744,2135,genetic diversity of coronaviruses in miniopterus fuliginosus bats,Du et al.,Sci China Life Sci,2016,8,0,0,Miniopterus fuliginosus,alphacoronavirus or betacoronavirus,,,,,pooled,longitudinal,RNA,RT-PCR,single,RdRp,NA,pharyngeal/anal swab,China,N,Yunnan,,NA,NA,,2011,,2013,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:30pm,pooled swabs/samples,swab,1,1,1,1,NA,NA,RdRp,No,No,PCR,genus not specified,1,Miniopterus fuliginosus,Miniopterus fuliginosus,genetic diversity of coronaviruses in miniopterus fuliginosus bats,Miniopterus fuliginosus,MINIOPTERIDAE
1745,1745,2136,genetic diversity of coronaviruses in miniopterus fuliginosus bats,Du et al.,Sci China Life Sci,2016,8,0,0,Miniopterus fuliginosus,alphacoronavirus or betacoronavirus,,,,,pooled,longitudinal,RNA,RT-PCR,single,RdRp,NA,pharyngeal/anal swab,China,N,Yunnan,,NA,NA,,2011,,2013,,,Year,NA,,,,,VERENA Admin,4/12/2022 2:30pm,pooled swabs/samples,swab,1,1,1,1,NA,NA,RdRp,No,No,PCR,genus not specified,1,Miniopterus fuliginosus,Miniopterus fuliginosus,genetic diversity of coronaviruses in miniopterus fuliginosus bats,Miniopterus fuliginosus,MINIOPTERIDAE
1757,1757,2149,detection of coronavirus genomes in moluccan naked-backed fruit bats in indonesia,Anindita et al.,Arch Virol,2015,18,0,0,Acerodon celebensis,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,faeces,Indonesia,S,Gorontalo,Paguyaman,NA,NA,2012,,,NA,,,Year,NA,No,,,,VERENA Admin,4/12/2022 2:30pm,"faecal, rectal, or anal",faeces,1,1,1,1,NA,NA,RdRp,"Yes, for this study",Yes,PCR,genus not specified,1,Acerodon celebensis,Acerodon celebensis,detection of coronavirus genomes in moluccan naked-backed fruit bats in indonesia,Acerodon celebensis,PTEROPODIDAE
1759,1759,2151,detection of coronavirus genomes in moluccan naked-backed fruit bats in indonesia,Anindita et al.,Arch Virol,2015,3,0,0,Pteropus vampyrus,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,faeces,Indonesia,S,East Java,Surabaya,NA,NA,2012,,,NA,,,Year,NA,No,,,,VERENA Admin,4/12/2022 2:30pm,"faecal, rectal, or anal",faeces,1,1,1,1,NA,NA,RdRp,"Yes, for this study",Yes,PCR,genus not specified,1,Pteropus vampyrus,Pteropus vampyrus,detection of coronavirus genomes in moluccan naked-backed fruit bats in indonesia,Pteropus vampyrus,PTEROPODIDAE
1760,1760,2152,detection of coronavirus genomes in moluccan naked-backed fruit bats in indonesia,Anindita et al.,Arch Virol,2015,19,0,0,Pteropus vampyrus,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,RdRp,NA,faeces,Indonesia,S,Yogyakarta Special,Yogyakarta,NA,NA,2012,,,NA,,,Year,NA,No,,,,VERENA Admin,4/12/2022 2:30pm,"faecal, rectal, or anal",faeces,1,1,1,1,NA,NA,RdRp,"Yes, for this study",Yes,PCR,genus not specified,1,Pteropus vampyrus,Pteropus vampyrus,detection of coronavirus genomes in moluccan naked-backed fruit bats in indonesia,Pteropus vampyrus,PTEROPODIDAE
