"","X","UniqueID","title","author..from.Imported.table.2.","journal..from.Imported.table.2.","year..from.Imported.table.2.","sample","positives","prevalence","bat_species","virus_genus","virus_genus_notes","virus_subgenus","virus_species","virus_strain","detection_type","study_type","detection_method","method_specific","single.multiple.PCR.method","gene_targets","Terminal.sampling.","tissue","country","country_hemisphere","state","site","longitude","latitude","sample_year","start_year","start_month","end_year","end_month","sample_season","sample_season_simplified","X..Sampling.Trips","Sex.Info.","Habitat.Disturbance.Info.","Coinfection.Info.","Flag","Entered.by","Last.modified","tissue_simplified","sample_simplified","summer","fall","winter","spring","latidudedecimal","longitudedecimal","gene_targets_simplified","euthanasia","euthanasia_simplified","method_specific_simplified","virus_genus_simplified","spec","species_for_reader","species","studies","species_char","family"
"2142",2142,2771,"neotropical bats from costa rica harbour diverse coronaviruses","Moreira-Soto et al.","Zoonoses Public Health",2015,1,0,0,"Sturnira mordax","alphacoronavirus or betacoronavirus","","","","","pooled","longitudinal","RNA","pancoronavirus RT-PCR","single","RdRp",NA,"anal swabs/faecal samples","Costa Rica","N","","Virgen del Socorro","84º07'21.3""W","10º17'31.9""N","","2012","",2014,"","","Year",NA,"N","Y","","","VERENA Admin","4/12/2022 2:37pm","faecal, rectal, or anal","pooled",1,1,1,1,10.2921944444444,-84.1225833333333,"RdRp","No","No","PCR","genus not specified",1,"Sturnira mordax","Sturnira mordax","neotropical bats from costa rica harbour diverse coronaviruses","Sturnira mordax","PHYLLOSTOMIDAE"
"2143",2143,2772,"neotropical bats from costa rica harbour diverse coronaviruses","Moreira-Soto et al.","Zoonoses Public Health",2015,2,0,0,"Lampronycteris brachyotis","alphacoronavirus or betacoronavirus","","","","","pooled","longitudinal","RNA","pancoronavirus RT-PCR","single","RdRp",NA,"anal swabs/faecal samples","Costa Rica","N","","Palo Verde","85º19'45.7""W","10º21'14.2""N","","2012","",2014,"","","Year",NA,"N","Y","","","VERENA Admin","4/12/2022 2:37pm","faecal, rectal, or anal","pooled",1,1,1,1,10.3539444444444,-85.3293611111111,"RdRp","No","No","PCR","genus not specified",1,"Lampronycteris brachyotis","Lampronycteris brachyotis","neotropical bats from costa rica harbour diverse coronaviruses","Lampronycteris brachyotis","PHYLLOSTOMIDAE"
"2144",2144,2773,"neotropical bats from costa rica harbour diverse coronaviruses","Moreira-Soto et al.","Zoonoses Public Health",2015,3,0,0,"Trachops cirrhosus","alphacoronavirus or betacoronavirus","","","","","pooled","longitudinal","RNA","pancoronavirus RT-PCR","single","RdRp",NA,"anal swabs/faecal samples","Costa Rica","N","","Palo Verde","85º19'45.7""W","10º21'14.2""N","","2012","",2014,"","","Year",NA,"N","Y","","","VERENA Admin","4/12/2022 2:37pm","faecal, rectal, or anal","pooled",1,1,1,1,10.3539444444444,-85.3293611111111,"RdRp","No","No","PCR","genus not specified",1,"Trachops cirrhosus","Trachops cirrhosus","neotropical bats from costa rica harbour diverse coronaviruses","Trachops cirrhosus","PHYLLOSTOMIDAE"
"2145",2145,2774,"neotropical bats from costa rica harbour diverse coronaviruses","Moreira-Soto et al.","Zoonoses Public Health",2015,1,0,0,"Lophostoma silvicolum","alphacoronavirus or betacoronavirus","","","","","pooled","longitudinal","RNA","pancoronavirus RT-PCR","single","RdRp",NA,"anal swabs/faecal samples","Costa Rica","N","","Palo Verde","85º19'45.7""W","10º21'14.2""N","","2012","",2014,"","","Year",NA,"N","Y","","","VERENA Admin","4/12/2022 2:37pm","faecal, rectal, or anal","pooled",1,1,1,1,10.3539444444444,-85.3293611111111,"RdRp","No","No","PCR","genus not specified",1,"Lophostoma silvicolum","Lophostoma silvicolum","neotropical bats from costa rica harbour diverse coronaviruses","Lophostoma silvicolum","PHYLLOSTOMIDAE"
"2146",2146,2775,"neotropical bats from costa rica harbour diverse coronaviruses","Moreira-Soto et al.","Zoonoses Public Health",2015,2,0,0,"Lophostoma brasiliense","alphacoronavirus or betacoronavirus","","","","","pooled","longitudinal","RNA","pancoronavirus RT-PCR","single","RdRp",NA,"anal swabs/faecal samples","Costa Rica","N","","Tirimbina Biological Station","84º07'25.4""W","10º25'01.4"" N","","2012","",2014,"","","Year",NA,"N","Y","","","VERENA Admin","4/12/2022 2:37pm","faecal, rectal, or anal","pooled",1,1,1,1,10.4170555555556,-84.1237222222222,"RdRp","No","No","PCR","genus not specified",1,"Lophostoma brasiliense","Lophostoma brasiliense","neotropical bats from costa rica harbour diverse coronaviruses","Lophostoma brasiliense","PHYLLOSTOMIDAE"
"2147",2147,2776,"neotropical bats from costa rica harbour diverse coronaviruses","Moreira-Soto et al.","Zoonoses Public Health",2015,1,0,0,"Tonatia saurophila","alphacoronavirus or betacoronavirus","","","","","pooled","longitudinal","RNA","pancoronavirus RT-PCR","single","RdRp",NA,"anal swabs/faecal samples","Costa Rica","N","","Tirimbina Biological Station","84º07'25.4""W","10º25'01.4"" N","","2012","",2014,"","","Year",NA,"N","Y","","","VERENA Admin","4/12/2022 2:37pm","faecal, rectal, or anal","pooled",1,1,1,1,10.4170555555556,-84.1237222222222,"RdRp","No","No","PCR","genus not specified",1,"Tonatia saurophila","Tonatia saurophila","neotropical bats from costa rica harbour diverse coronaviruses","Tonatia saurophila","PHYLLOSTOMIDAE"
"2148",2148,2777,"neotropical bats from costa rica harbour diverse coronaviruses","Moreira-Soto et al.","Zoonoses Public Health",2015,1,0,0,"Micronycteris microtis","alphacoronavirus or betacoronavirus","","","","","pooled","longitudinal","RNA","pancoronavirus RT-PCR","single","RdRp",NA,"anal swabs/faecal samples","Costa Rica","N","","Bolson","85º25'05.8 W","10º21'05.6"" N","","2012","",2014,"","","Year",NA,"N","Y","","","VERENA Admin","4/12/2022 2:37pm","faecal, rectal, or anal","pooled",1,1,1,1,10.3515555555556,-85.4182777777778,"RdRp","No","No","PCR","genus not specified",1,"Micronycteris microtis","Micronycteris microtis","neotropical bats from costa rica harbour diverse coronaviruses","Micronycteris microtis","PHYLLOSTOMIDAE"
"2149",2149,2778,"neotropical bats from costa rica harbour diverse coronaviruses","Moreira-Soto et al.","Zoonoses Public Health",2015,1,0,0,"Lonchorhina aurita","alphacoronavirus or betacoronavirus","","","","","pooled","longitudinal","RNA","pancoronavirus RT-PCR","single","RdRp",NA,"anal swabs/faecal samples","Costa Rica","N","","Tirimbina Biological Station","84º07'25.4""W","10º25'01.4"" N","","2012","",2014,"","","Year",NA,"N","Y","","","VERENA Admin","4/12/2022 2:37pm","faecal, rectal, or anal","pooled",1,1,1,1,10.4170555555556,-84.1237222222222,"RdRp","No","No","PCR","genus not specified",1,"Lonchorhina aurita","Lonchorhina aurita","neotropical bats from costa rica harbour diverse coronaviruses","Lonchorhina aurita","PHYLLOSTOMIDAE"
"2150",2150,2779,"neotropical bats from costa rica harbour diverse coronaviruses","Moreira-Soto et al.","Zoonoses Public Health",2015,10,0,0,"Eptesicus brasiliensis","alphacoronavirus or betacoronavirus","","","","","pooled","longitudinal","RNA","pancoronavirus RT-PCR","single","RdRp",NA,"anal swabs/faecal samples","Costa Rica","N","","Tirimbina Biological Station","84º07'25.4""W","10º25'01.4"" N","","2012","",2014,"","","Year",NA,"N","Y","","","VERENA Admin","4/12/2022 2:37pm","faecal, rectal, or anal","pooled",1,1,1,1,10.4170555555556,-84.1237222222222,"RdRp","No","No","PCR","genus not specified",1,"Eptesicus brasiliensis","Eptesicus brasiliensis","neotropical bats from costa rica harbour diverse coronaviruses","Eptesicus brasiliensis","VESPERTILIONIDAE"
"2151",2151,2780,"neotropical bats from costa rica harbour diverse coronaviruses","Moreira-Soto et al.","Zoonoses Public Health",2015,3,0,0,"Eptesicus furnalis","alphacoronavirus or betacoronavirus","","","","","pooled","longitudinal","RNA","pancoronavirus RT-PCR","single","RdRp",NA,"anal swabs/faecal samples","Costa Rica","N","","Tirimbina Biological Station","84º07'25.4""W","10º25'01.4"" N","","2012","",2014,"","","Year",NA,"N","Y","","","VERENA Admin","4/12/2022 2:37pm","faecal, rectal, or anal","pooled",1,1,1,1,10.4170555555556,-84.1237222222222,"RdRp","No","No","PCR","genus not specified",1,"Eptesicus furinalis","Eptesicus furinalis","neotropical bats from costa rica harbour diverse coronaviruses","Eptesicus furinalis","VESPERTILIONIDAE"
"2152",2152,2781,"neotropical bats from costa rica harbour diverse coronaviruses","Moreira-Soto et al.","Zoonoses Public Health",2015,3,0,0,"Eptesicus fuscus","alphacoronavirus or betacoronavirus","","","","","pooled","longitudinal","RNA","pancoronavirus RT-PCR","single","RdRp",NA,"anal swabs/faecal samples","Costa Rica","N","","San Jose","84º02'42.8""W","9º56'19.3""N","","2012","",2014,"","","Year",NA,"N","Y","","","VERENA Admin","4/12/2022 2:37pm","faecal, rectal, or anal","pooled",1,1,1,1,9.93869444444444,-84.0452222222222,"RdRp","No","No","PCR","genus not specified",1,"Eptesicus fuscus","Eptesicus fuscus","neotropical bats from costa rica harbour diverse coronaviruses","Eptesicus fuscus","VESPERTILIONIDAE"
"2153",2153,2782,"neotropical bats from costa rica harbour diverse coronaviruses","Moreira-Soto et al.","Zoonoses Public Health",2015,4,0,0,"Myotis nigricans","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","pancoronavirus RT-PCR","single","RdRp",NA,"anal swabs/faecal samples","Costa Rica","N","","Tirimbina Biological Station, Sarapiqui","84º07'25.4""W, 84º08'01.6""W","10º25'01.4"" N, 10º24'11.0""N","","2012","",2014,"","","Year",NA,"N","Y","","","VERENA Admin","4/12/2022 2:37pm","faecal, rectal, or anal","pooled",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis nigricans","Myotis nigricans","neotropical bats from costa rica harbour diverse coronaviruses","Myotis nigricans","VESPERTILIONIDAE"
"2154",2154,2783,"neotropical bats from costa rica harbour diverse coronaviruses","Moreira-Soto et al.","Zoonoses Public Health",2015,1,0,0,"Myotis elegans","alphacoronavirus or betacoronavirus","","","","","pooled","longitudinal","RNA","pancoronavirus RT-PCR","single","RdRp",NA,"anal swabs/faecal samples","Costa Rica","N","","Tirimbina Biological Station","84º07'25.4""W","10º25'01.4"" N","","2012","",2014,"","","Year",NA,"N","Y","","","VERENA Admin","4/12/2022 2:37pm","faecal, rectal, or anal","pooled",1,1,1,1,10.4170555555556,-84.1237222222222,"RdRp","No","No","PCR","genus not specified",1,"Myotis elegans","Myotis elegans","neotropical bats from costa rica harbour diverse coronaviruses","Myotis elegans","VESPERTILIONIDAE"
"2155",2155,2784,"neotropical bats from costa rica harbour diverse coronaviruses","Moreira-Soto et al.","Zoonoses Public Health",2015,3,0,0,"Rhogeessa tumida","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","pancoronavirus RT-PCR","single","RdRp",NA,"anal swabs/faecal samples","Costa Rica","N","","Palo Verde, Santa Rosa","85º19'45.7""W, 85º37'27.2"" W","10º21'14.2""N, 10º50'08.5""N","","2012","",2014,"","","Year",NA,"N","Y","","","VERENA Admin","4/12/2022 2:37pm","faecal, rectal, or anal","pooled",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Rhogeessa tumida","Rhogeessa tumida","neotropical bats from costa rica harbour diverse coronaviruses","Rhogeessa tumida","VESPERTILIONIDAE"
"2156",2156,2785,"neotropical bats from costa rica harbour diverse coronaviruses","Moreira-Soto et al.","Zoonoses Public Health",2015,1,0,0,"Rhogeessa io","alphacoronavirus or betacoronavirus","","","","","pooled","longitudinal","RNA","pancoronavirus RT-PCR","single","RdRp",NA,"anal swabs/faecal samples","Costa Rica","N","","Sarapiqui","84º08'01.6""W","10º24'11.0""N","","2012","",2014,"","","Year",NA,"N","Y","","","VERENA Admin","4/12/2022 2:37pm","faecal, rectal, or anal","pooled",1,1,1,1,10.4030555555556,-84.1337777777778,"RdRp","No","No","PCR","genus not specified",1,"Rhogeessa io","Rhogeessa io","neotropical bats from costa rica harbour diverse coronaviruses","Rhogeessa io","VESPERTILIONIDAE"
"2157",2157,2786,"neotropical bats from costa rica harbour diverse coronaviruses","Moreira-Soto et al.","Zoonoses Public Health",2015,5,0,0,"Noctilio albiventris","alphacoronavirus or betacoronavirus","","","","","pooled","longitudinal","RNA","pancoronavirus RT-PCR","single","RdRp",NA,"anal swabs/faecal samples","Costa Rica","N","","Palo Verde","85º19'45.7""W","10º21'14.2""N","","2012","",2014,"","","Year",NA,"N","Y","","","VERENA Admin","4/12/2022 2:37pm","faecal, rectal, or anal","pooled",1,1,1,1,10.3539444444444,-85.3293611111111,"RdRp","No","No","PCR","genus not specified",1,"Noctilio albiventris","Noctilio albiventris","neotropical bats from costa rica harbour diverse coronaviruses","Noctilio albiventris","NOCTILIONIDAE"
"2158",2158,2787,"neotropical bats from costa rica harbour diverse coronaviruses","Moreira-Soto et al.","Zoonoses Public Health",2015,65,0,0,"Molossus sinaloae","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","pancoronavirus RT-PCR","single","RdRp",NA,"anal swabs/faecal samples","Costa Rica","N","","Sarapiqui, Nicoya","84º08'01.6""W, 85º26'47.33"" W","10º24'11.0""N, 10º8'35.64""N","","2012","",2014,"","","Year",NA,"N","Y","","","VERENA Admin","4/12/2022 2:37pm","faecal, rectal, or anal","pooled",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Molossus sinaloae","Molossus sinaloae","neotropical bats from costa rica harbour diverse coronaviruses","Molossus sinaloae","MOLOSSIDAE"
"2159",2159,2788,"neotropical bats from costa rica harbour diverse coronaviruses","Moreira-Soto et al.","Zoonoses Public Health",2015,5,0,0,"Molossus rufus","alphacoronavirus or betacoronavirus","","","","","pooled","longitudinal","RNA","pancoronavirus RT-PCR","single","RdRp",NA,"anal swabs/faecal samples","Costa Rica","N","","San Jose","84º02'42.8""W","9º56'19.3""N","","2012","",2014,"","","Year",NA,"N","Y","","","VERENA Admin","4/12/2022 2:37pm","faecal, rectal, or anal","pooled",1,1,1,1,9.93869444444444,-84.0452222222222,"RdRp","No","No","PCR","genus not specified",1,"Molossus rufus","Molossus rufus","neotropical bats from costa rica harbour diverse coronaviruses","Molossus rufus","MOLOSSIDAE"
"2160",2160,2789,"neotropical bats from costa rica harbour diverse coronaviruses","Moreira-Soto et al.","Zoonoses Public Health",2015,1,0,0,"Eumops glaucinus","alphacoronavirus or betacoronavirus","","","","","pooled","longitudinal","RNA","pancoronavirus RT-PCR","single","RdRp",NA,"anal swabs/faecal samples","Costa Rica","N","","Puntarenas","84º50'16.7""W","9º58'39.4"" N","","2012","",2014,"","","Year",NA,"N","Y","","","VERENA Admin","4/12/2022 2:37pm","faecal, rectal, or anal","pooled",1,1,1,1,9.97761111111111,-84.8379722222222,"RdRp","No","No","PCR","genus not specified",1,"Eumops glaucinus","Eumops glaucinus","neotropical bats from costa rica harbour diverse coronaviruses","Eumops glaucinus","MOLOSSIDAE"
"2161",2161,2790,"neotropical bats from costa rica harbour diverse coronaviruses","Moreira-Soto et al.","Zoonoses Public Health",2015,2,0,0,"Saccopteryx bilineata","alphacoronavirus or betacoronavirus","","","","","pooled","longitudinal","RNA","pancoronavirus RT-PCR","single","RdRp",NA,"anal swabs/faecal samples","Costa Rica","N","","Puntarenas","84º50'16.7""W","9º58'39.4"" N","","2012","",2014,"","","Year",NA,"N","Y","","","VERENA Admin","4/12/2022 2:37pm","faecal, rectal, or anal","pooled",1,1,1,1,9.97761111111111,-84.8379722222222,"RdRp","No","No","PCR","genus not specified",1,"Saccopteryx bilineata","Saccopteryx bilineata","neotropical bats from costa rica harbour diverse coronaviruses","Saccopteryx bilineata","EMBALLONURIDAE"
"2162",2162,2799,"severe acute respiratory syndrome coronavirus-like virus in chinese horseshoe bats","Lau et al.","Proceedings of The National Academy of Sciences of The United States of America",2005,12,0,0,"Hipposideros armiger","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"respiratory/fecal swab","China","N","Hong Kong","11 sites",NA,NA,"","2004","",2005,"","","Year",NA,"","Y, unclear","","","VERENA Admin","4/29/2022 12:14pm","pooled swabs/samples","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Hipposideros armiger","Hipposideros armiger","severe acute respiratory syndrome coronavirus-like virus in chinese horseshoe bats","Hipposideros armiger","HIPPOSIDERIDAE"
"2163",2163,2800,"severe acute respiratory syndrome coronavirus-like virus in chinese horseshoe bats","Lau et al.","Proceedings of The National Academy of Sciences of The United States of America",2005,23,0,0,"Miniopterus magnater","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"respiratory/fecal swab","China","N","Hong Kong","11 sites",NA,NA,"","2004","",2005,"","","Year",NA,"","Y, unclear","","","VERENA Admin","4/29/2022 12:14pm","pooled swabs/samples","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Miniopterus magnater","Miniopterus magnater","severe acute respiratory syndrome coronavirus-like virus in chinese horseshoe bats","Miniopterus magnater","MINIOPTERIDAE"
"2164",2164,2801,"severe acute respiratory syndrome coronavirus-like virus in chinese horseshoe bats","Lau et al.","Proceedings of The National Academy of Sciences of The United States of America",2005,24,0,0,"Miniopterus pusillus","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"respiratory/fecal swab","China","N","Hong Kong","11 sites",NA,NA,"","2004","",2005,"","","Year",NA,"","Y, unclear","","","VERENA Admin","4/29/2022 12:14pm","pooled swabs/samples","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Miniopterus pusillus","Miniopterus pusillus","severe acute respiratory syndrome coronavirus-like virus in chinese horseshoe bats","Miniopterus pusillus","MINIOPTERIDAE"
"2165",2165,2802,"severe acute respiratory syndrome coronavirus-like virus in chinese horseshoe bats","Lau et al.","Proceedings of The National Academy of Sciences of The United States of America",2005,3,0,0,"Myotis chinensis","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"respiratory/fecal swab","China","N","Hong Kong","11 sites",NA,NA,"","2004","",2005,"","","Year",NA,"","Y, unclear","","","VERENA Admin","4/29/2022 12:14pm","pooled swabs/samples","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis chinensis","Myotis chinensis","severe acute respiratory syndrome coronavirus-like virus in chinese horseshoe bats","Myotis chinensis","VESPERTILIONIDAE"
"2166",2166,2803,"severe acute respiratory syndrome coronavirus-like virus in chinese horseshoe bats","Lau et al.","Proceedings of The National Academy of Sciences of The United States of America",2005,2,0,0,"Myotis ricketti","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"respiratory/fecal swab","China","N","Hong Kong","11 sites",NA,NA,"","2004","",2005,"","","Year",NA,"","Y, unclear","","","VERENA Admin","4/29/2022 12:14pm","pooled swabs/samples","swab",1,1,1,1,NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Myotis pilosus","Myotis pilosus","severe acute respiratory syndrome coronavirus-like virus in chinese horseshoe bats","Myotis pilosus","VESPERTILIONIDAE"
