"","X","UniqueID","title","author..from.Imported.table.2.","journal..from.Imported.table.2.","year..from.Imported.table.2.","sample","positives","prevalence","bat_species","virus_genus","virus_genus_notes","virus_subgenus","virus_species","virus_strain","detection_type","study_type","detection_method","method_specific","single.multiple.PCR.method","gene_targets","Terminal.sampling.","tissue","country","country_hemisphere","state","site","longitude","latitude","sample_year","start_year","start_month","end_year","end_month","sample_season","sample_season_simplified","X..Sampling.Trips","Sex.Info.","Habitat.Disturbance.Info.","Coinfection.Info.","Flag","Entered.by","Last.modified","tissue_simplified","sample_simplified","summer","fall","winter","spring","latidudedecimal","longitudedecimal","gene_targets_simplified","euthanasia","euthanasia_simplified","method_specific_simplified","virus_genus_simplified","spec","species_for_reader","species","studies"
"1915",1915,2240,"genomic and serological detection of bat coronavirus from bats in the philippines","Tsuda et al.","Arch Virol",2012,5,4,0.8,"Rousettus amplexicaudatus","betacoronavirus","","","","","single","cross-sectional","antibody","Western Blot","","Recombinant BtCoV nucleocapsid (N) protein used as antigen",NA,"intestines","Philippines","N","","B",NA,NA,"2009","","",NA,"","March","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:31pm","intestine","tissue",0,0,0,1,NA,NA,"Other","Yes, for this study","Yes","Western Blot","betacoronavirus",1,"Rousettus amplexicaudatus","Rousettus amplexicaudatus","genomic and serological detection of bat coronavirus from bats in the philippines"
"1916",1916,2241,"genomic and serological detection of bat coronavirus from bats in the philippines","Tsuda et al.","Arch Virol",2012,43,32,0.744186,"Cynopterus brachyotis","betacoronavirus","","","","","single","cross-sectional","antibody","Western Blot","","Recombinant BtCoV nucleocapsid (N) protein used as antigen",NA,"faeces","Philippines","N","","C",NA,NA,"2010","","",NA,"","August","Summer",NA,"N","N","N","","VERENA Admin","4/12/2022 2:31pm","faecal, rectal, or anal","faeces",1,0,0,0,NA,NA,"Other","Yes, for this study","Yes","Western Blot","betacoronavirus",1,"Cynopterus brachyotis","Cynopterus brachyotis","genomic and serological detection of bat coronavirus from bats in the philippines"
"1917",1917,2242,"genomic and serological detection of bat coronavirus from bats in the philippines","Tsuda et al.","Arch Virol",2012,11,6,0.545455,"Ptenochirus jagori","betacoronavirus","","","","","single","cross-sectional","antibody","Western Blot","","Recombinant BtCoV nucleocapsid (N) protein used as antigen",NA,"faeces","Philippines","N","","C",NA,NA,"2010","","",NA,"","August","Summer",NA,"N","N","N","","VERENA Admin","4/12/2022 2:31pm","faecal, rectal, or anal","faeces",1,0,0,0,NA,NA,"Other","Yes, for this study","Yes","Western Blot","betacoronavirus",1,"Ptenochirus jagori","Ptenochirus jagori","genomic and serological detection of bat coronavirus from bats in the philippines"
"1918",1918,2243,"genomic and serological detection of bat coronavirus from bats in the philippines","Tsuda et al.","Arch Virol",2012,1,0,0,"Rousettus amplexicaudatus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","antibody","Western Blot","","Recombinant BtCoV nucleocapsid (N) protein used as antigen",NA,"faeces","Philippines","N","","C",NA,NA,"2010","","",NA,"","August","Summer",NA,"N","N","N","","VERENA Admin","4/12/2022 2:31pm","faecal, rectal, or anal","faeces",1,0,0,0,NA,NA,"Other","Yes, for this study","Yes","Western Blot","genus not specified",1,"Rousettus amplexicaudatus","Rousettus amplexicaudatus","genomic and serological detection of bat coronavirus from bats in the philippines"
"1919",1919,2244,"genomic and serological detection of bat coronavirus from bats in the philippines","Tsuda et al.","Arch Virol",2012,3,0,0,"Hipposideros diadema","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","antibody","Western Blot","","Recombinant BtCoV nucleocapsid (N) protein used as antigen",NA,"faeces","Philippines","N","","C",NA,NA,"2010","","",NA,"","August","Summer",NA,"N","N","N","","VERENA Admin","4/12/2022 2:31pm","faecal, rectal, or anal","faeces",1,0,0,0,NA,NA,"Other","Yes, for this study","Yes","Western Blot","genus not specified",1,"Hipposideros diadema","Hipposideros diadema","genomic and serological detection of bat coronavirus from bats in the philippines"
"1920",1920,2245,"genomic and serological detection of bat coronavirus from bats in the philippines","Tsuda et al.","Arch Virol",2012,28,17,0.607143,"Cynopterus brachyotis","betacoronavirus","","","","","single","cross-sectional","antibody","Western Blot","","Recombinant BtCoV nucleocapsid (N) protein used as antigen",NA,"faeces","Philippines","N","","D",NA,NA,"2010","","",NA,"","August","Summer",NA,"N","N","N","","VERENA Admin","4/12/2022 2:31pm","faecal, rectal, or anal","faeces",1,0,0,0,NA,NA,"Other","Yes, for this study","Yes","Western Blot","betacoronavirus",1,"Cynopterus brachyotis","Cynopterus brachyotis","genomic and serological detection of bat coronavirus from bats in the philippines"
"1921",1921,2246,"genomic and serological detection of bat coronavirus from bats in the philippines","Tsuda et al.","Arch Virol",2012,21,14,0.666667,"Ptenochirus jagori","betacoronavirus","","","","","single","cross-sectional","antibody","Western Blot","","Recombinant BtCoV nucleocapsid (N) protein used as antigen",NA,"faeces","Philippines","N","","D",NA,NA,"2010","","",NA,"","August","Summer",NA,"N","N","N","","VERENA Admin","4/12/2022 2:31pm","faecal, rectal, or anal","faeces",1,0,0,0,NA,NA,"Other","Yes, for this study","Yes","Western Blot","betacoronavirus",1,"Ptenochirus jagori","Ptenochirus jagori","genomic and serological detection of bat coronavirus from bats in the philippines"
"1922",1922,2247,"genomic and serological detection of bat coronavirus from bats in the philippines","Tsuda et al.","Arch Virol",2012,1,0,0,"Hipposideros diadema","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","antibody","Western Blot","","Recombinant BtCoV nucleocapsid (N) protein used as antigen",NA,"faeces","Philippines","N","","D",NA,NA,"2010","","",NA,"","August","Summer",NA,"N","N","N","","VERENA Admin","4/12/2022 2:31pm","faecal, rectal, or anal","faeces",1,0,0,0,NA,NA,"Other","Yes, for this study","Yes","Western Blot","genus not specified",1,"Hipposideros diadema","Hipposideros diadema","genomic and serological detection of bat coronavirus from bats in the philippines"
"1923",1923,2248,"genomic and serological detection of bat coronavirus from bats in the philippines","Tsuda et al.","Arch Virol",2012,4,4,1,"Cynopterus brachyotis","betacoronavirus","","","","","single","cross-sectional","antibody","Western Blot","","Recombinant BtCoV nucleocapsid (N) protein used as antigen",NA,"faeces","Philippines","N","","E",NA,NA,"2011","","",NA,"","May","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:32pm","faecal, rectal, or anal","faeces",0,0,0,1,NA,NA,"Other","Yes, for this study","Yes","Western Blot","betacoronavirus",1,"Cynopterus brachyotis","Cynopterus brachyotis","genomic and serological detection of bat coronavirus from bats in the philippines"
"1924",1924,2249,"genomic and serological detection of bat coronavirus from bats in the philippines","Tsuda et al.","Arch Virol",2012,17,12,0.705882,"Ptenochirus jagori","betacoronavirus","","","","","single","cross-sectional","antibody","Western Blot","","Recombinant BtCoV nucleocapsid (N) protein used as antigen",NA,"faeces","Philippines","N","","E",NA,NA,"2011","","",NA,"","May","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:32pm","faecal, rectal, or anal","faeces",0,0,0,1,NA,NA,"Other","Yes, for this study","Yes","Western Blot","betacoronavirus",1,"Ptenochirus jagori","Ptenochirus jagori","genomic and serological detection of bat coronavirus from bats in the philippines"
"1925",1925,2250,"genomic and serological detection of bat coronavirus from bats in the philippines","Tsuda et al.","Arch Virol",2012,1,0,0,"Macroglossus minimus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","antibody","Western Blot","","Recombinant BtCoV nucleocapsid (N) protein used as antigen",NA,"faeces","Philippines","N","","E",NA,NA,"2011","","",NA,"","May","Spring",NA,"N","N","N","","VERENA Admin","4/12/2022 2:32pm","faecal, rectal, or anal","faeces",0,0,0,1,NA,NA,"Other","Yes, for this study","Yes","Western Blot","genus not specified",1,"Macroglossus minimus","Macroglossus minimus","genomic and serological detection of bat coronavirus from bats in the philippines"
"1926",1926,2251,"genomic characterization and infectivity of a novel sars-like coronavirus in chinese bats","Hu et al.","Emerg Microbes Infect",2018,45,30,0.666667,"Rhinolophus pusillus","betacoronavirus","","Sarbecovirus","","","single","cross-sectional","RNA","pancoronavirus nested RT-PCR","multiple","RdRp",NA,"intestines","China","N","Zhejiang Province","Dinghai, Zhoushan city ",NA,NA,"2015","","",NA,"","July","Summer",NA,"N","N","N","","VERENA Admin","4/12/2022 2:32pm","intestine","tissue",1,0,0,0,NA,NA,"RdRp","Yes, for this study","Yes","PCR","betacoronavirus",1,"Rhinolophus pusillus","Rhinolophus pusillus","genomic characterization and infectivity of a novel sars-like coronavirus in chinese bats"
"1927",1927,2252,"genomic characterization and infectivity of a novel sars-like coronavirus in chinese bats","Hu et al.","Emerg Microbes Infect",2018,120,30,0.25,"Rhinolophus pusillus","betacoronavirus","","Sarbecovirus","","","single","cross-sectional","RNA","pancoronavirus nested RT-PCR","multiple","RdRp",NA,"intestines","China","N","Zhejiang Province","Dinghai, Zhoushan city ",NA,NA,"2016","","",NA,"","January","Winter",NA,"N","N","N","","VERENA Admin","4/12/2022 2:32pm","intestine","tissue",0,0,1,0,NA,NA,"RdRp","Yes, for this study","Yes","PCR","betacoronavirus",1,"Rhinolophus pusillus","Rhinolophus pusillus","genomic characterization and infectivity of a novel sars-like coronavirus in chinese bats"
"1928",1928,2253,"genomic characterization and infectivity of a novel sars-like coronavirus in chinese bats","Hu et al.","Emerg Microbes Infect",2018,84,18,0.214286,"Rhinolophus pusillus","betacoronavirus","","Sarbecovirus","","","single","cross-sectional","RNA","pancoronavirus nested RT-PCR","multiple","RdRp",NA,"intestines","China","N","Zhejiang Province","Daishan, Zhoushan city ",NA,NA,"2016","","",NA,"","October","Fall",NA,"N","N","N","","VERENA Admin","4/12/2022 2:32pm","intestine","tissue",0,1,0,0,NA,NA,"RdRp","Yes, for this study","Yes","PCR","betacoronavirus",1,"Rhinolophus pusillus","Rhinolophus pusillus","genomic characterization and infectivity of a novel sars-like coronavirus in chinese bats"
"1929",1929,2254,"genomic characterization and infectivity of a novel sars-like coronavirus in chinese bats","Hu et al.","Emerg Microbes Infect",2018,85,11,0.129412,"Rhinolophus pusillus","betacoronavirus","","Sarbecovirus","","","single","cross-sectional","RNA","pancoronavirus nested RT-PCR","multiple","RdRp",NA,"intestines","China","N","Zhejiang Province","Dinghai, Zhoushan city ",NA,NA,"2017","","",NA,"","February ","Winter",NA,"N","N","N","","VERENA Admin","4/12/2022 2:32pm","intestine","tissue",0,0,1,0,NA,NA,"RdRp","Yes, for this study","Yes","PCR","betacoronavirus",1,"Rhinolophus pusillus","Rhinolophus pusillus","genomic characterization and infectivity of a novel sars-like coronavirus in chinese bats"
"1930",1930,2255,"virome analysis for identification of novel mammalian viruses in bats from southeast china","Hu et al.","Sci Rep",2017,45,5,0.111111,"Rhinolophus pusillus","betacoronavirus","","","","","single","cross-sectional","RNA","nested PCR","multiple","RdRp",NA,"intestines,lung","China","N","Zhejiang","Zhoushan",NA,NA,"2015","","July",NA,"August","Summer","Summer",NA,"N","N","Y, unclear","","VERENA Admin","4/12/2022 2:32pm","pooled tissue","tissue",1,0,0,0,NA,NA,"RdRp","Yes, for this study","Yes","PCR","betacoronavirus",1,"Rhinolophus pusillus","Rhinolophus pusillus","virome analysis for identification of novel mammalian viruses in bats from southeast china"
"1931",1931,2935,"virome analysis for identification of novel mammalian viruses in bats from southeast china","Hu et al.","Sci Rep",2017,45,2,0.044444,"Rhinolophus pusillus","alphacoronavirus","","","","","single","cross-sectional","RNA","nested PCR","multiple","RdRp",NA,"intestines,lung","China","N","Zhejiang","Zhoushan",NA,NA,"2015","","July",NA,"August","Summer","Summer",NA,"N","N","Y, unclear","","VERENA Admin","4/12/2022 2:32pm","pooled tissue","tissue",1,0,0,0,NA,NA,"RdRp","Yes, for this study","Yes","PCR","alphacoronavirus",1,"Rhinolophus pusillus","Rhinolophus pusillus","virome analysis for identification of novel mammalian viruses in bats from southeast china"
"1932",1932,2256,"virome analysis for identification of novel mammalian viruses in bats from southeast china","Hu et al.","Sci Rep",2017,25,0,0,"Myotis formosus flavus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","nested PCR","multiple","RdRp",NA,"intestines,lung","China","N","Zhejiang","Daishan",NA,NA,"","","July",NA,"August","Summer","Summer",NA,"N","N","Y, unclear","","VERENA Admin","4/12/2022 2:32pm","pooled tissue","tissue",1,0,0,0,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Myotis formosus","Myotis formosus","virome analysis for identification of novel mammalian viruses in bats from southeast china"
"1933",1933,2257,"virome analysis for identification of novel mammalian viruses in bats from southeast china","Hu et al.","Sci Rep",2017,14,0,0,"Rhinolophus pusillus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","nested PCR","multiple","RdRp",NA,"intestines,lung","China","N","Zhejiang","Daishan",NA,NA,"","","July",NA,"August","Summer","Summer",NA,"N","N","Y, unclear","","VERENA Admin","4/12/2022 2:32pm","pooled tissue","tissue",1,0,0,0,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Rhinolophus pusillus","Rhinolophus pusillus","virome analysis for identification of novel mammalian viruses in bats from southeast china"
"1934",1934,2258,"virome analysis for identification of novel mammalian viruses in bats from southeast china","Hu et al.","Sci Rep",2017,10,0,0,"Myotis davidii","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","nested PCR","multiple","RdRp",NA,"intestines,lung","China","N","Zhejiang","Daishan",NA,NA,"","","July",NA,"August","Summer","Summer",NA,"N","N","Y, unclear","","VERENA Admin","4/12/2022 2:32pm","pooled tissue","tissue",1,0,0,0,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Myotis davidii","Myotis davidii","virome analysis for identification of novel mammalian viruses in bats from southeast china"
"1935",1935,2259,"virome analysis for identification of novel mammalian viruses in bats from southeast china","Hu et al.","Sci Rep",2017,19,0,0,"Rhinolophus pusillus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","nested PCR","multiple","RdRp",NA,"intestines,lung","China","N","Fujian","Xiamen",NA,NA,"","","July",NA,"August","Summer","Summer",NA,"N","N","Y, unclear","","VERENA Admin","4/12/2022 2:32pm","pooled tissue","tissue",1,0,0,0,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Rhinolophus pusillus","Rhinolophus pusillus","virome analysis for identification of novel mammalian viruses in bats from southeast china"
"1936",1936,2260,"virome analysis for identification of novel mammalian viruses in bats from southeast china","Hu et al.","Sci Rep",2017,8,0,0,"Scotophilus kuhlii","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","nested PCR","multiple","RdRp",NA,"intestines,lung","China","N","Fujian","Xiamen",NA,NA,"","","July",NA,"August","Summer","Summer",NA,"N","N","Y, unclear","","VERENA Admin","4/12/2022 2:32pm","pooled tissue","tissue",1,0,0,0,NA,NA,"RdRp","Yes, for this study","Yes","PCR","genus not specified",1,"Scotophilus kuhlii","Scotophilus kuhlii","virome analysis for identification of novel mammalian viruses in bats from southeast china"
"1937",1937,2261,"virome analysis for identification of novel mammalian viruses in bats from southeast china","Hu et al.","Sci Rep",2017,44,2,0.045455,"Rhinolophus pusillus","alphacoronavirus","","","","","single","cross-sectional","RNA","nested PCR","multiple","RdRp",NA,"intestines","China","N","Fujian","Changle",NA,NA,"","","July",NA,"August","Summer","Summer",NA,"N","N","Y, unclear","","VERENA Admin","4/12/2022 2:32pm","intestine","tissue",1,0,0,0,NA,NA,"RdRp","Yes, for this study","Yes","PCR","alphacoronavirus",1,"Rhinolophus pusillus","Rhinolophus pusillus","virome analysis for identification of novel mammalian viruses in bats from southeast china"
"1938",1938,2936,"virome analysis for identification of novel mammalian viruses in bats from southeast china","Hu et al.","Sci Rep",2017,44,1,0.022727,"Rhinolophus pusillus","betacoronavirus","","","","","single","cross-sectional","RNA","nested PCR","multiple","RdRp",NA,"intestines","China","N","Fujian","Changle",NA,NA,"","","July",NA,"August","Summer","Summer",NA,"N","N","Y, unclear","","VERENA Admin","4/12/2022 2:32pm","intestine","tissue",1,0,0,0,NA,NA,"RdRp","Yes, for this study","Yes","PCR","betacoronavirus",1,"Rhinolophus pusillus","Rhinolophus pusillus","virome analysis for identification of novel mammalian viruses in bats from southeast china"
